"city_num","Address","lon","lat","address","joint_address","date","pm25","year","month","day"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010731.tif",12.3562602076614,"2001","07","31"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001031.tif",44.7685256087989,"2000","10","31"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000201.tif",9.13017554868732,"2000","02","01"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020501.tif",5.03793916785926,"2002","05","01"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010801.tif",9.83046883030942,"2001","08","01"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001101.tif",20.155911746778,"2000","11","01"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000202.tif",17.6727682080185,"2000","02","02"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020502.tif",4.40632013270729,"2002","05","02"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010802.tif",6.59259690318191,"2001","08","02"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001102.tif",4.33370388181586,"2000","11","02"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000203.tif",7.97335329390409,"2000","02","03"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020503.tif",5.41632935457062,"2002","05","03"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010803.tif",8.76012244140893,"2001","08","03"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001103.tif",3.24308852772964,"2000","11","03"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000204.tif",7.85688808926365,"2000","02","04"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020504.tif",7.56303332563032,"2002","05","04"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010804.tif",7.77541580953096,"2001","08","04"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001104.tif",5.8088795072154,"2000","11","04"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000205.tif",12.2222697274727,"2000","02","05"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020505.tif",9.60317362400523,"2002","05","05"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010805.tif",13.1918702962106,"2001","08","05"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001105.tif",5.58725266707571,"2000","11","05"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000206.tif",24.0286205525984,"2000","02","06"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020506.tif",6.18777173025566,"2002","05","06"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010806.tif",18.2253275252225,"2001","08","06"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001106.tif",11.1277824703016,"2000","11","06"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000207.tif",21.4621080599333,"2000","02","07"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020507.tif",3.8656120049326,"2002","05","07"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010807.tif",14.4930675657172,"2001","08","07"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001107.tif",6.58329511943616,"2000","11","07"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000208.tif",21.5197168818691,"2000","02","08"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020508.tif",7.12514798683033,"2002","05","08"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010808.tif",19.2151793095103,"2001","08","08"
