"ID","year","bus","LR","rail","cars","oth","total"
"4128-B",2000,0,0,0,0,116.6,116.6
"4128-B",2001,27.7,0,0,0,131.3,159
"4129",2002,0,0,0,0,60.6,60.6
"4129",2003,0,0,0,0,57.4,57.4
"4129",2004,0,0,0,0,60.1,60.1
"4129",2005,0,0,0,0,69.5,69.5
"4129",2006,0,0,0,0,70.6,70.6
"4129",2007,0,0,0,0,77.1,77.1
"4129",2008,0,0,0,0,75.9,75.9
"4129",2009,0,0,0,0,69.3,69.3
"4129",2010,0,0,0,0,69.3,69.3
"4129",2011,0,0,0,0,65.5,65.5
"4129",2012,0,0,0,35.2,116.2,151.4
"4129-B",2001,0,0,0,0,26.7,26.7
"4130",2002,1447.5,0,0,0,0,1447.5
"4130",2003,1188.9,0,0,0,0,1188.9
"4130",2004,994,0,0,0,0,994
"4130",2005,1050.8,0,0,0,0,1050.8
"4130",2006,1059.9,0,0,0,0,1059.9
"4130",2007,1076.6,0,0,0,0,1076.6
"4130",2008,1167.9,0,0,0,7.8,1175.7
"4130",2009,900.3,0,0,0,9.7,910
"4130",2010,748.4,0,0,0,11.8,760.2
"4130",2011,799.5,0,0,0,16.4,815.9
"4130",2012,926.4,0,0,0,19.2,945.6
"4131",2002,0,0,0,0,18.2,18.2
"4131",2011,0,0,0,0,54,54
"4131",2012,49.7,0,0,0,62.7,112.4
"4132",2012,219.2,0,0,0,115.6,334.8
"4132-A",2001,3.7,0,0,0,0.5,4.2
"4133",2005,0,0,0,0,241.7,241.7
"4133",2006,0,0,0,0,118,118
"4133",2007,0,0,0,0,105.9,105.9
"4133",2008,0,0,0,0,149.5,149.5
"4133",2009,0,0,0,0,263.3,263.3
"4133",2010,0,0,0,0,222,222
"4133",2011,0,0,0,0,214.8,214.8
"4133",2012,0,0,0,0,176.2,176.2
"4134",2002,0,0,0,0,1060.9,1060.9
"4134",2003,0,0,0,0,1196,1196
"4134",2004,0,0,0,0,1288.3,1288.3
"4134",2005,0,0,0,0,1454.4,1454.4
"4134",2006,0,0,0,0,1546.3,1546.3
"4134-F",2001,0,0,0,0,151.7,151.7
"4135",2002,2666.6,0,0,379.7,0,3046.3
"4135",2003,1757.3,0,0,318.2,0,2075.5
"4135",2004,6114.2,0,0,169.6,0,6283.8
"4135",2005,2070.3,0,0,148.1,13.5,2231.9
"4135",2006,2780.3,0,0,183.7,18.7,2982.7
"4135",2007,1227.2,0,0,184.9,0,1412.1
"4135",2008,1270.3,0,0,176.8,0,1447.1
"4135",2009,1660.7,0,0,179.1,0,1839.8
"4135",2010,1490.4,0,0,323.1,0,1813.5
"4135",2011,1589.2,0,0,278,0,1867.2
"4135",2012,1802.4,0,0,309,0,2111.4
"4137",2012,72.7,0,0,0,1.8,74.5
"4138",2002,298.1,0,0,0,0,298.1
"4138",2003,913.4,0,0,0,1.9,915.3
"4138",2004,1570.7,0,0,0,3.5,1574.2
"4138",2005,1637.2,0,0,0,6.8,1644
"4138",2006,2012.6,0,0,0,7.1,2019.7
"4138",2007,2130.9,0,0,0,10.3,2141.2
"4138",2008,2110.6,0,0,0,14.5,2125.1
"4138",2009,2304.7,0,0,0,14.8,2319.5
"4138",2010,2100.1,0,0,0,17,2117.1
"4138",2011,2248.3,0,0,0,18.4,2266.7
"4138",2012,2007.1,0,0,0,19.4,2026.5
"4140",2005,3998.3,0,0,0,113.2,4111.5
"4140",2006,1052.5,0,0,0,69.9,1122.4
"4140",2007,1180.1,0,0,0,69.3,1249.4
"4140",2008,1166.4,0,0,0,75.7,1242.1
"4140",2009,1109.7,0,0,0,102.1,1211.8
"4140",2010,1064.9,0,0,0,107.4,1172.3
"4140",2011,1154.7,0,0,0,122.9,1277.6
"4140",2012,1207.9,0,0,0,115.6,1323.5
"4141",2003,1835,0,0,0,78.5,1913.5
"4141",2004,2485.9,0,0,0,69.8,2555.7
"4141",2005,2659.4,0,0,0,80.4,2739.8
"4141",2006,2456.7,0,0,0,92.1,2548.8
"4141",2007,2188.5,0,0,0,85.6,2274.1
"4141",2008,2185.4,0,0,0,83.3,2268.7
"4141",2009,2019.9,0,0,0,78.2,2098.1
"4141",2010,1886,0,0,0,73.3,1959.3
"4141",2011,1781.8,0,0,0,72.1,1853.9
"4141",2012,1568.8,0,0,0,57.2,1626
"4142",2003,18.6,0,0,0,0,18.6
"4142",2004,24.2,0,0,0,0,24.2
"4142",2005,41.1,0,0,0,0,41.1
"4142",2006,49.1,0,0,0,0,49.1
"4142",2007,57,0,0,0,0,57
"4143",2004,0,0,0,0,45.8,45.8
"4143",2005,0,0,0,0,52.7,52.7
"4143",2006,23.4,0,0,0,39.7,63.1
"4143",2007,61.8,0,0,0,38.7,100.5
"4143",2008,82.8,0,0,0,41.7,124.5
"4143",2009,103.9,0,0,0,44,147.9
"4143",2010,142.3,0,0,0,42.8,185.1
"4143",2011,184.4,0,0,0,45.6,230
"4143",2012,231.5,0,0,0,48,279.5
"4144",2009,115.2,0,0,0,29.1,144.3
"4144",2010,119.7,0,0,0,27.2,146.9
"4144",2011,175.8,0,0,0,27.1,202.9
"4144",2012,240.2,0,0,0,25.1,265.3
"4145",2012,66.3,0,0,0,3.1,69.4
"4146",2005,133.8,0,0,0,1.6,135.4
"4146",2006,158.2,0,0,0,28.3,186.5
"4146",2007,140.4,0,0,0,34.1,174.5
"4146",2008,154.4,0,0,0,38.2,192.6
"4146",2009,129.2,0,0,0,34.7,163.9
"4146",2010,69.9,0,0,0,31.6,101.5
"4146",2011,70.6,0,0,0,29.5,100.1
"4146",2012,72.4,0,0,0,18.4,90.8
"4147",2005,1767.2,0,0,0,0,1767.2
"4147",2006,1769.9,0,0,0,0,1769.9
"4147",2007,2330.7,0,0,0,0,2330.7
"4147",2008,1868.8,0,0,0,0,1868.8
"4147",2009,2058.5,0,0,0,0,2058.5
"4147",2010,2260.3,0,0,0,0,2260.3
"4147",2011,2432.7,0,0,0,0,2432.7
"4147",2012,2713.2,0,0,0,0,2713.2
"4148",2004,0,0,0,0,0.9,0.9
"4148",2005,0,0,0,0,207.8,207.8
"4148",2006,0,0,0,0,142.7,142.7
"4148",2007,0,0,0,0,132.2,132.2
"4148",2008,0,0,0,0,131.4,131.4
"4148",2009,0,0,0,0,184.6,184.6
"4148",2010,0,0,0,0,186.5,186.5
"4148",2011,0,0,0,0,229.1,229.1
"4148",2012,0,0,0,0,193.7,193.7
"4150",2011,119.4,0,0,0,2,121.4
"4150",2012,111,0,0,0,2.2,113.2
"4151",2012,22.6,0,0,0,1.2,23.8
"4152",2005,0,0,0,214.6,0,214.6
"4152",2006,0,0,0,512.1,0,512.1
"4152",2007,0,0,0,480.1,0,480.1
"4152",2008,0,0,0,603.6,0,603.6
"4152",2009,0,0,0,621.3,0,621.3
"4152",2010,0,0,0,609,0,609
"4152",2011,0,0,0,590,0,590
"4152",2012,0,0,0,547.8,0,547.8
"4153",2005,0,0,0,30.3,0,30.3
"4153",2006,0,0,0,658.7,0,658.7
"4153",2007,0,0,0,729.8,0,729.8
"4153",2008,0,0,0,1088.2,0,1088.2
"4153",2009,0,0,0,898.3,0,898.3
"4153",2010,0,0,0,822.9,0,822.9
"4153",2011,0,0,0,783.1,0,783.1
"4153",2012,0,0,0,757.5,0,757.5
"4155",2007,105.1,0,0,0,16.1,121.2
"4155",2008,152.3,0,0,0,15.3,167.6
"4155",2009,137.9,0,0,0,10,147.9
"4155",2010,185.9,0,0,0,9.6,195.5
"4155",2011,202.9,0,0,0,13,215.9
"4155",2012,237.1,0,0,0,19.3,256.4
"4156",2012,23.8,0,0,0,3.5,27.3
"4157",2007,1757.9,0,0,0,21.2,1779.1
"4157",2008,1961.8,0,0,0,26.2,1988
"4157",2009,2125.4,0,0,0,33,2158.4
"4157",2010,1509.3,0,0,0,17.5,1526.8
"4158",2007,33,0,0,0,229.1,262.1
"4158",2008,105.3,0,0,0,221.8,327.1
"4158",2009,157,0,0,0,218.3,375.3
"4158",2010,232.8,0,0,0,217.6,450.4
"4158",2011,257.7,0,0,0,191.8,449.5
"4158",2012,297,0,0,0,167.1,464.1
"4159",2007,0,0,108,117.1,0,225.1
"4159",2008,0,0,166.8,127,0,293.8
"4159",2009,23.1,0,181.4,154.3,0,358.8
"4159",2010,43.4,0,204.7,164.6,0,412.7
"4159",2011,83.1,0,250.7,166.4,0,500.2
"4159",2012,122,0,279.3,200.4,0,601.7
"4160",2012,4.3,0,0,0,0,4.3
"4161",2011,0,0,0,0,0,0
"4161",2012,49.8,0,0,0,37.9,87.7
"4162",2011,23.2,0,0,0,16.1,39.3
"4162",2012,29.5,0,0,0,20.5,50
"4163",2012,30,0,0,0,0.5,30.5
"4164",2011,0,0,0,0,0,0
"4164",2012,10,0,0,0,10.7,20.7
"4165",2012,48.1,0,0,0,0.7,48.8
"4166",2012,86.7,0,0,0,3.9,90.6
"4167",2011,384.3,0,0,0,0,384.3
"4167",2012,449.9,0,0,0,0,449.9
"4169",2008,0,0,0,112.1,0,112.1
"4169",2009,0,0,0,106,0,106
"4169",2010,0,0,0,97.7,0,97.7
"4169",2011,0,0,0,91.3,0,91.3
"4169",2012,0,0,0,94.7,0,94.7
"4170",2009,39,0,0,0,19.3,58.3
"4170",2010,60,0,0,0,22.8,82.8
"4170",2011,68.2,0,0,0,24,92.2
"4170",2012,70.1,0,0,0,25.1,95.2
"4171",2009,0,0,0,0,178.2,178.2
"4171",2010,0,0,0,0,165.6,165.6
"4171",2011,0,0,0,0,171.9,171.9
"4171",2012,0,0,0,0,165,165
"4172",2009,159.3,0,0,0,129.6,288.9
"4172",2010,147.1,0,0,0,109,256.1
"4172",2011,135.5,0,0,0,103.3,238.8
"4172",2012,154.9,0,0,0,125.7,280.6
"4173",2009,521,0,0,204,0,725
"4173",2010,485.7,0,0,233.7,0,719.4
"4173",2011,520.6,0,0,212.5,0,733.1
"4173",2012,551.2,0,0,262.3,0,813.5
"4174",2011,116.3,0,0,0,5.9,122.2
"4174",2012,80.1,0,0,0,4,84.1
"4175",2008,0,0,0,0,1825.3,1825.3
"4175",2009,0,0,0,0,41.7,41.7
"4175",2010,0,0,0,0,1985.4,1985.4
"4175",2011,0,0,0,0,1910.4,1910.4
"4175",2012,0,0,0,0,1900.1,1900.1
"4177",2008,221.5,0,0,0,0,221.5
"4177",2009,149.4,0,0,0,0,149.4
"4177",2010,132.3,0,0,0,0,132.3
"4177",2011,129.3,0,0,0,0,129.3
"4177",2012,138,0,0,0,0,138
"4178",2009,0,0,0,58.3,0,58.3
"4178",2010,0,0,0,60.3,0,60.3
"4178",2011,0,0,0,58.6,0,58.6
"4178",2012,0,0,0,67.8,0,67.8
"4179",2008,2336.5,0,0,0,0,2336.5
"4179",2009,2155.5,0,0,0,0,2155.5
"4179",2010,2085,0,0,0,0,2085
"4179",2011,2336.3,0,0,0,0,2336.3
"4179",2012,2370.9,0,0,0,0,2370.9
"4180",2009,9418.7,0,0,0,10.3,9429
"4180",2010,9245.7,0,0,0,10,9255.7
"4180",2011,9063.6,0,0,0,10.4,9074
"4180",2012,10876.7,0,0,0,10,10886.7
"4181",2012,0,0,0,0,41.6,41.6
"4182",2011,152.4,0,0,0,7.4,159.8
"4182",2012,196.4,0,0,0,13.9,210.3
"4183",2012,4.1,0,0,0,6.8,10.9
"4184",2010,80.1,0,0,0,10.3,90.4
"4184",2011,97.2,0,0,0,11.1,108.3
"4184",2012,109.4,0,0,0,14.3,123.7
"4185",2009,670.6,0,0,0,0,670.6
"4185",2010,724.6,0,0,0,0,724.6
"4185",2011,776,0,0,0,0,776
"4185",2012,774.4,0,0,0,0,774.4
"4186",2009,169.4,0,0,0,6.2,175.6
"4186",2010,180,0,0,0,7.5,187.5
"4186",2011,218.6,0,0,0,7.9,226.5
"4186",2012,254.1,0,0,0,7.1,261.2
"4187",2012,0,0,0,0,22.4,22.4
"4188",2010,0,0,0,0,14.2,14.2
"4188",2011,179.4,0,0,0,25.3,204.7
"4188",2012,166.7,0,0,0,39.9,206.6
"4190",2011,0,0,0,0,17.4,17.4
"4191",2011,308.8,0,0,79.7,117.8,506.3
"4192",2011,22.3,0,0,0,11.9,34.2
"4192",2012,67.2,0,0,0,15.2,82.4
"4193",2012,24.5,0,0,0,0,24.5
"4194",2012,170.6,0,0,0,3.8,174.4
"4195",2012,68.3,0,0,0,2,70.3
"4196",2012,0,0,0,106.4,0,106.4
"4197",2012,68.3,0,0,0,0,68.3
"4198",2012,32.2,0,0,0,4.3,36.5
"42",2002,10.9,0,0,0,57.6,68.5
"42",2006,47.6,0,0,0,14.9,62.5
"42",2009,48.1,0,0,0,81.9,130
"42",2010,78.4,0,0,0,89.8,168.2
"42",2011,50.9,0,0,0,84,134.9
"42",2012,46.6,0,0,0,153.2,199.8
"4200",2011,0,0,0,208.9,0,208.9
"4200",2012,0,0,0,225.5,0,225.5
"4205",2012,7.7,0,0,0,92.3,100
"4208",2012,1504.6,0,0,0,0,1504.6
"4209",2012,0,0,0,0,48.1,48.1
"4210",2012,0,0,0,0,60.4,60.4
"4213",2012,0,0,0,0,14.7,14.7
"4214",2012,0,0,0,0,153,153
"43",2004,596.9,0,0,0,120.4,717.3
"43",2005,711,0,0,0,95.1,806.1
"43",2006,807.6,0,0,0,84,891.6
"43",2007,817.5,0,0,7.7,82.6,907.8
"43",2008,945.8,0,0,3.1,81.3,1030.2
"43",2009,905.9,0,0,0.9,75,981.8
"43",2010,959.2,0,0,0,70,1029.2
"43",2011,962.3,0,0,0,71.5,1033.8
"43",2012,861.9,0,0,0,63.3,925.2
"44",2004,234,0,0,21.1,43.2,298.3
"44",2005,269.1,0,0,39.1,46.6,354.8
"44",2006,372.5,0,0,74.3,48.8,495.6
"44",2007,422.3,0,0,82.8,56,561.1
"44",2008,501.7,0,0,107.5,58.1,667.3
"44",2009,508.2,0,0,100.2,68,676.4
"44",2010,544.3,0,0,87.4,74.3,706
"44",2011,624.7,0,0,107.2,58.3,790.2
"44",2012,697.4,0,0,119.9,57.4,874.7
"45",2004,371.9,0,0,0,21.6,393.5
"45",2005,399.1,0,0,0,21.1,420.2
"45",2006,376.5,0,0,0,22.2,398.7
"45",2007,294.7,0,0,0,24.6,319.3
"45",2008,292.2,0,0,0,29.1,321.3
"45",2009,357.8,0,0,0,23.1,380.9
"45",2010,383.6,0,0,0,21.1,404.7
"45",2011,391.8,0,0,0,20.5,412.3
"45",2012,428.2,0,0,0,19,447.2
"46",2002,190.8,0,0,0,21.2,212
"46",2003,201.4,0,0,0,25.7,227.1
"46",2004,226.7,0,0,0,27.4,254.1
"46",2005,247.7,0,0,0,27.8,275.5
"46",2006,279.8,0,0,0,26,305.8
"46",2007,265.4,0,0,0,20,285.4
"46",2008,275.4,0,0,0,18.5,293.9
"46",2009,294.9,0,0,0,17.4,312.3
"46",2010,289.5,0,0,0,16.9,306.4
"46",2011,326.1,0,0,0,18.6,344.7
"46",2012,352,0,0,0,18.5,370.5
"47",2009,680.4,0,0,0,7.4,687.8
"47",2010,700.8,0,0,0,0,700.8
"47",2011,884.7,0,0,0,0,884.7
"47",2012,1131.8,0,0,0,5.5,1137.3
"48",2012,29.3,0,0,0,6.7,36
"49",2006,0,0,0,105.5,0,105.5
"49",2007,0,0,0,146.6,0,146.6
"49",2008,0,0,0,181.2,0,181.2
"49",2009,0,0,0,205.4,0,205.4
"49",2010,0,0,0,234.8,0,234.8
"49",2011,0,0,0,260.9,0,260.9
"49",2012,0,0,0,269.6,0,269.6
"5",2002,1513.1,0,0,0,53.7,1566.8
"5",2003,1924,0,0,0,81.5,2005.5
"5",2004,1927.3,0,0,0,89.7,2017
"5",2005,1957.5,0,0,0,91.4,2048.9
"5",2006,2112.9,0,0,0,95.2,2208.1
"5",2007,2228.2,0,0,0,103.3,2331.5
"5",2008,2517.2,0,0,0,111.7,2628.9
"5",2009,2495,0,0,0,109,2604
"5",2010,2289.6,0,0,0,113.6,2403.2
"5",2011,2334.8,0,0,0,119.2,2454
"5",2012,2286,0,0,0,108.8,2394.8
"50",2007,229.1,0,0,0,70.5,299.6
"50",2008,229.1,0,0,0,70.5,299.6
"50",2009,274.1,0,0,0,51.6,325.7
"50",2010,327.9,0,0,0,49.5,377.4
"50",2011,377.9,0,0,0,56.5,434.4
"5001",2002,1046.3,0,0,0,119.5,1165.8
"5001",2003,980,0,0,0,118,1098
"5001",2004,1008.5,0,0,0,119.8,1128.3
"5001",2005,1030.3,0,0,0,126,1156.3
"5001",2006,1009.9,0,0,0,125.5,1135.4
"5001",2007,1041.2,0,0,0,140,1181.2
"5001",2008,1060.8,0,0,0,163.1,1223.9
"5001",2009,966.5,0,0,0,162.4,1128.9
"5001",2010,1002.6,0,0,0,156.9,1159.5
"5001",2011,1115.3,0,0,0,145.9,1261.2
"5001",2012,1133.6,0,0,0,143.8,1277.4
"5001-B",2000,1025,0,0,0,126.1,1151.1
"5001-B",2001,1039.1,0,0,0,128.1,1167.2
"5002",2002,1684.6,0,0,0,98.3,1782.9
"5002",2003,1711.3,0,0,0,96.5,1807.8
"5002",2004,783.1,0,0,0,100.6,883.7
"5002",2005,1736.1,0,0,0,96,1832.1
"5002",2006,1702.1,0,0,0,73,1775.1
"5002",2007,1697.8,0,0,0,69.5,1767.3
"5002",2008,1896.3,0,0,0,69.1,1965.4
"5002",2009,1354.4,0,0,0,68.9,1423.3
"5002",2010,1370.8,0,0,0,67.4,1438.2
"5002",2011,1542.3,0,0,0,63.3,1605.6
"5002",2012,1523.8,0,0,0,60.6,1584.4
"5002-B",2000,1125.6,0,0,0,94.1,1219.7
"5002-B",2001,1624.8,0,0,0,97,1721.8
"5003",2002,1744.5,47,0,0,15.4,1806.9
"5003",2003,1601.4,67.6,0,0,15.2,1684.2
"5003",2004,1591.3,58.9,0,0,17.1,1667.3
"5003",2005,1583.3,60.4,0,0,14.8,1658.5
"5003",2006,1608.6,52.9,0,0,15.3,1676.8
"5003",2007,1660.4,62.6,0,0,17,1740
"5003",2008,1725.1,65.8,0,0,18.3,1809.2
"5003",2009,1606.3,56.1,0,0,21.8,1684.2
"5003",2010,1585.3,53.4,0,0,26.8,1665.5
"5003",2011,1552.6,0,43.2,0,22.8,1618.6
"5003",2012,1487.2,0,40.1,0,23.1,1550.4
"5003-B",2000,1765.5,33.7,0,0,18.4,1817.6
"5003-B",2001,1946.4,46.4,0,0,19.2,2012
"5004",2002,914.3,0,0,0,63.1,977.4
"5004",2003,959.9,0,0,0,69.9,1029.8
"5004",2004,1015.1,0,0,0,75.7,1090.8
"5004",2005,1059.5,0,0,0,66.9,1126.4
"5004",2006,1062.2,0,0,0,67.2,1129.4
"5004",2007,1075.1,0,0,0,90.1,1165.2
"5004",2008,1202,0,0,0,92.8,1294.8
"5004",2009,1189.8,0,0,0,85.3,1275.1
"5004",2010,1230,0,0,0,82,1312
"5004",2011,1247.7,0,0,0,78.8,1326.5
"5004",2012,1152.8,0,0,0,70.5,1223.3
"5004-B",2000,919.6,0,0,0,44.5,964.1
"5004-B",2001,972.5,0,0,0,52.5,1025
"5005",2002,10895.1,0,0,0,249.3,11144.4
"5005",2003,10934.1,0,0,0,249.8,11183.9
"5005",2004,10962.3,0,0,0,256.5,11218.8
"5005",2005,11475.6,0,0,0,282.2,11757.8
"5005",2006,12034.5,0,0,0,272.2,12306.7
"5005",2007,12672.3,0,0,0,280.6,12952.9
"5005",2008,13433.1,0,0,0,286.1,13719.2
"5005",2009,13588.4,0,0,0,289.4,13877.8
"5005",2010,13623.5,0,0,0,271.3,13894.8
"5005",2011,14924,0,0,0,268.9,15192.9
"5005",2012,14592.2,0,0,0,259.9,14852.1
"5005-B",2000,10065.5,0,0,0,250.4,10315.9
"5005-B",2001,10210.8,0,0,0,240,10450.8
"5006",2002,1778.8,0,0,0,33.7,1812.5
"5006",2003,1533.2,0,0,0,33.3,1566.5
"5006",2004,1478.8,0,0,0,19.8,1498.6
"5006",2005,1503.4,0,0,0,17.2,1520.6
"5006",2006,1519.5,0,0,0,14.7,1534.2
"5006",2007,1458.7,0,0,0,17.8,1476.5
"5006",2008,1488.1,0,0,0,28.1,1516.2
"5006",2009,1384.4,0,0,0,44,1428.4
"5006",2010,1415.7,0,0,0,39.3,1455
"5006",2011,1539.9,0,0,0,31.5,1571.4
"5006",2012,1417.1,0,0,0,43.1,1460.2
"5006-B",2000,2079.3,0,0,0,41.1,2120.4
"5006-B",2001,1958.1,0,0,0,31,1989.1
"5008",2002,62940.2,0,0,34.9,1058.8,64033.9
"5008",2003,57112.7,0,0,26.5,1061,58200.2
"5008",2004,53742.8,0,0,32.8,1003.9,54779.5
"5008",2005,50434.8,0,0,32,1015.1,51481.9
"5008",2006,47905,0,0,34,1033.3,48972.3
"5008",2007,45484.1,0,0,24.9,1090.3,46599.3
"5008",2008,50689.6,0,0,26.4,1128.8,51844.8
"5008",2009,46767.8,0,0,30.8,1173.5,47972.1
"5008",2010,42190.9,0,0,30,1106.9,43327.8
"5008",2011,44011.8,0,0,0,874.9,44886.7
"5008",2012,45217.3,0,0,0,500.2,45717.5
"5008-B",2000,70547.8,0,0,72.7,1062.9,71683.4
"5008-B",2001,70137.7,0,0,68.7,1043.2,71249.6
"5009",2002,892.1,0,0,0,124.9,1017
"5009",2003,893.1,0,0,0,137,1030.1
"5009",2004,911.2,0,0,0,152.9,1064.1
"5009",2005,984.6,0,0,0,139.8,1124.4
"5009",2006,1007.6,0,0,0,131,1138.6
"5009",2007,1056.4,0,0,0,139.9,1196.3
"5009",2008,1075.1,0,0,0,149.1,1224.2
"5009",2009,913.2,0,0,0,147.9,1061.1
"5009",2010,883.1,0,0,104.8,29.5,1017.4
"5009",2011,921.3,0,0,108.6,0,1029.9
"5009",2012,987.7,0,0,102,0,1089.7
"5009-B",2000,884.9,0,0,0,137.6,1022.5
"5009-B",2001,882.5,0,0,0,122.3,1004.8
"5010",2002,6395.5,0,0,0,323,6718.5
"5010",2003,5988.5,0,0,0,262.2,6250.7
"5010",2004,5562.4,0,0,0,216.2,5778.6
"5010",2005,5534.3,0,0,0,179.7,5714
"5010",2006,5612,0,0,0,153.3,5765.3
"5010",2007,5290.6,0,0,0,212,5502.6
"5010",2008,5501.4,0,0,0,214,5715.4
"5010",2009,4792.1,0,0,0,231,5023.1
"5010",2010,4798.7,0,0,63.8,164.2,5026.7
"5010",2011,5044.8,0,0,67.9,170.5,5283.2
"5010",2012,5230.1,0,0,39.9,202.4,5472.4
"5010-B",2000,7888.9,0,0,0,330,8218.9
"5010-B",2001,6028.3,0,0,0,333.2,6361.5
"5011",2002,1713.1,0,0,0,105.8,1818.9
"5011",2003,1711.9,0,0,0,112.8,1824.7
"5011",2004,1863,0,0,0,135.5,1998.5
"5011",2005,1878.4,0,0,0,150.2,2028.6
"5011",2006,2003.5,0,0,0,158.6,2162.1
"5011",2007,2113.5,0,0,0,156.5,2270
"5011",2008,2303.7,0,0,0,148.2,2451.9
"5011",2009,2025.9,0,0,0,139.2,2165.1
"5011",2010,1979.4,0,0,0,128.9,2108.3
"5011",2011,2309.4,0,0,0,128,2437.4
"5011",2012,2518.9,0,0,0,140,2658.9
"5011-A",2000,1632.4,0,0,0,88.5,1720.9
"5011-A",2001,1348.9,0,0,0,95.6,1444.5
"5012",2002,24347.7,0,0,0,267.7,24615.4
"5012",2003,23872.1,0,0,0,271.4,24143.5
"5012",2004,23052.4,0,0,0,267.3,23319.7
"5012",2005,25900.3,0,0,0,258,26158.3
"5012",2006,25294.1,0,0,0,261.4,25555.5
"5012",2007,25897.4,0,0,0,249.5,26146.9
"5012",2008,25834,0,0,0,238.4,26072.4
"5012",2009,22886.4,0,0,0,234.5,23120.9
"5012",2010,18821.8,0,0,0,185.8,19007.6
"5012",2011,18784.8,0,0,0,173,18957.8
"5012",2012,17390.3,0,0,0,162.8,17553.1
"5012-B",2000,26400.9,0,0,0,236.8,26637.7
"5012-B",2001,24813.5,0,0,0,253.1,25066.6
"5015",2002,45157.6,3057.7,7186.2,0,343.4,55744.9
"5015",2003,48768.3,3160.5,7372.5,0,340.4,59641.7
"5015",2004,47631.2,2560.7,7282.8,0,393.5,57868.2
"5015",2005,54533.5,3089.7,7472.9,0,446.1,65542.2
"5015",2006,57796,3791.3,7161.3,0,450.5,69199.1
"5015",2007,49195.6,3060,7450.3,0,481.8,60187.7
"5015",2008,45253.7,3262,7639.3,0,512.5,56667.5
"5015",2009,38214.4,2365.8,4491.1,0,540.8,45612.1
"5015",2010,35895.4,2315.7,3657.5,0,550.7,42419.3
"5015",2011,37198.8,2745.1,5687.9,0,579.1,46210.9
"5015",2012,38487.2,2856.4,6240.5,0,650.1,48234.2
"5015-B",2000,51591.5,4318.4,7341.1,0,310.9,63561.9
"5015-B",2001,47100.6,4444.5,8232.2,0,316.7,60094
"5016",2002,16193.3,0,0,0,144.1,16337.4
"5016",2003,15626.1,0,0,0,159.1,15785.2
"5016",2004,14544,0,0,0,159,14703
"5016",2005,14625.4,0,0,0,164.2,14789.6
"5016",2006,14841.3,0,0,0,168.9,15010.2
"5016",2007,14787.7,0,0,0,182.2,14969.9
"5016",2008,16445.8,0,0,0,216.5,16662.3
"5016",2009,17208.8,0,0,0,237.9,17446.7
"5016",2010,17034.9,0,0,0,238.3,17273.2
"5016",2011,18764,0,0,0,259.9,19023.9
"5016",2012,18423.4,0,0,0,269,18692.4
"5016-B",2000,18727.3,0,0,0,132.1,18859.4
"5016-B",2001,18388.4,0,0,0,145.5,18533.9
"5017",2002,13450.4,0,0,0,188.2,13638.6
"5017",2003,13533.4,0,0,0,215.8,13749.2
"5017",2004,12459.4,0,0,0,250.6,12710
"5017",2005,11780,0,0,0,274,12054
"5017",2006,12396.6,0,0,0,298.8,12695.4
"5017",2007,10536,0,0,0,314.8,10850.8
"5017",2008,10277.1,0,0,0,287.8,10564.9
"5017",2009,10130.9,0,0,0,259.1,10390
"5017",2010,8581.2,0,0,0,243.1,8824.3
"5017",2011,9117.1,0,0,0,248.4,9365.5
"5017",2012,9834.7,0,0,0,234.1,10068.8
"5017-A",2000,14616.5,0,0,0,124.6,14741.1
"5017-A",2001,14750,0,0,0,151.9,14901.9
"5019",2002,182.6,0,0,0,7.7,190.3
"5019",2003,188.5,0,0,0,7.1,195.6
"5019",2004,183.3,0,0,0,10.7,194
"5019",2005,220.9,0,0,0,12.8,233.7
"5019",2006,240.8,0,0,0,12.8,253.6
"5019",2007,239.1,0,0,0,11.1,250.2
"5019",2008,238.4,0,0,0,9.6,248
"5019",2009,190.3,0,0,0,8.1,198.4
"5019",2010,202.8,0,0,0,7.6,210.4
"5019",2011,212.3,0,0,0,7.3,219.6
"5019",2012,202,0,0,0,6.6,208.6
"5019-A",2000,209.3,0,0,0,4.4,213.7
"5019-A",2001,195.9,0,0,0,6.4,202.3
"5020",2002,605.6,0,0,0,20.4,626
"5020",2003,561.1,0,0,0,18.7,579.8
"5020",2004,554.1,0,0,0,16.8,570.9
"5020",2005,299.7,0,0,0,9.9,309.6
"5020",2006,401.4,0,0,0,10,411.4
"5020",2007,436.9,0,0,0,11.5,448.4
"5020",2008,451.6,0,0,0,11.4,463
"5020",2009,365.9,0,0,0,11.1,377
"5020",2010,278.6,0,0,0,11.8,290.4
"5020",2011,296.3,0,0,0,10.9,307.2
"5020",2012,296.4,0,0,0,7.5,303.9
"5020-D",2000,601.4,0,0,0,17.7,619.1
"5020-D",2001,563.6,0,0,0,19,582.6
"5021",2002,65.8,0,0,0,101.1,166.9
"5021",2003,122.4,0,0,0,106.9,229.3
"5021",2004,823.6,0,0,0,136,959.6
"5021",2005,1096.8,0,0,0,156.6,1253.4
"5021",2006,1113.7,0,0,0,156.5,1270.2
"5021",2007,1223.1,0,0,0,139.5,1362.6
"5021",2008,1299.1,0,0,0,126.4,1425.5
"5021",2009,1370.2,0,0,0,121.6,1491.8
