"PUMA.ID","NAME","Mode to work= All","MOE (BO8301_001)","Mode to work= Car","MOE (B08301_002)","Mode to work= Public Transport (ALL)","MOE (B08301_010)","Mode to work= Bus","MOE (B08301_011)","Mode to work= Subway/Elevated Rail","MOE (B08301_012)","Mode to work= Commuter Rail","MOE (B08301_013)","Mode to work= Light Rail","MOE (B08301_014)","Mode to work= Ferry","MOE (B08301_015)","Mode to work= Taxicab","MOE (B08301_016)","Mode to work= Motorcycle","MOE (B08301_017)","Mode to work= Bicycle","MOE (B08301_018)","Mode to work= Walk","MOE (B08301_019)","Mode to work= Other","MOE (B08301_020)","Race= All","MOE (B02001_001)","Race= White","MOE (B02001_002)","Race= Black","MOE (B02001_003)","Race= American Indian/Alaskan Native","MOE (B02001_004)","Race= Asian","MOE (B02001_005)","Race= Hawiian/Pacific Islander","MOE (B02001_006)","Race= Other","MOE (B02001_007)","Race= Two Or More","MOE (B02001_008)","Median Age","MOE (B01002_001)","Median Household Income","MOE (B19013_001)","YEAR","STATE","LIGHT_RAIL_EXISTS"
"3703700","Moore & Montgomery Counties PUMA, North Carolina",46105,1021,43063,1035,40,43,7,15,0,29,10,17,23,37,0,29,14,23,205,142,33,31,859,158,355,124,118205,NA,96252,560,16034,699,1038,527,1342,178,7,13,1018,526,2514,679,43.9,0.3,46162,1430,2014,"NC",TRUE
"3705300","Union (East) & Anson Counties--Monroe City PUMA, North Carolina",50221,1248,46791,1166,248,118,248,118,0,29,0,29,0,29,0,29,42,49,57,45,89,77,789,222,336,129,116745,1252,82396,1678,27223,930,463,186,1341,408,0,29,4020,952,1302,306,37.9,0.7,44935,1277,2014,"NC",TRUE
"3701301","Durham County (South)--Durham City (South) PUMA, North Carolina",76558,1425,66215,1340,2902,492,2881,492,0,29,0,29,21,33,0,29,145,96,120,75,565,183,2363,433,726,269,149957,1468,76994,1659,53295,1370,471,191,9213,519,112,130,5335,1009,4537,662,32.6,0.4,53874,1383,2014,"NC",TRUE
"3702700","Lincoln & Cleveland (East) Counties PUMA, North Carolina",54870,1090,51819,1045,142,101,135,100,0,29,0,29,7,10,0,29,0,29,16,24,13,18,443,159,355,142,126681,941,109660,1093,11801,793,383,137,636,241,0,29,1713,645,2488,394,41.9,0.4,44336,1093,2014,"NC",TRUE
"3701302","Durham County (North)--Durham City (North) PUMA, North Carolina",60020,1431,52507,1470,2296,419,2271,418,0,29,25,25,0,29,0,29,152,119,111,68,490,125,1471,297,468,154,132465,1468,65163,1685,52590,1522,655,299,3144,462,2,5,7431,1378,3480,573,36.1,0.5,49699,1330,2014,"NC",TRUE
"3704200","Pitt County--Greenville City PUMA, North Carolina",79120,1222,73416,1265,826,262,826,262,0,29,0,29,0,29,0,29,105,76,154,95,294,167,1866,419,318,155,172438,NA,101040,811,58787,655,551,147,2880,183,15,20,5357,870,3808,641,31.4,0.2,42011,1277,2014,"NC",TRUE
"3702500","Henderson & Transylvania Counties PUMA, North Carolina",56895,1108,52139,1132,74,65,74,65,0,29,0,29,0,29,0,29,7,12,138,82,33,32,1139,262,524,194,141585,NA,129133,954,4732,410,407,131,1249,192,153,186,3144,926,2767,533,47.2,0.2,45759,1494,2014,"NC",TRUE
"3700500","Franklin, Vance & Warren (West) Counties PUMA; North Carolina",47113,1224,44246,1218,72,52,42,33,12,21,18,28,0,29,0,29,5,7,49,44,4,6,833,269,315,142,121185,467,66152,633,47139,498,558,138,338,142,0,29,4536,645,2462,473,40,0.4,37670,1758,2014,"NC",TRUE
"3704000","Wayne County PUMA, North Carolina",52570,1242,50060,1282,251,135,242,134,0,29,9,12,0,29,0,29,42,49,90,56,103,49,648,182,227,88,124093,NA,70426,573,39063,514,199,77,1286,193,28,43,9275,803,3816,724,36.7,0.2,41172,1439,2014,"NC",TRUE
"3701704","Guilford County (South)--High Point City PUMA, North Carolina",59243,1237,54419,1225,748,226,636,179,68,77,8,14,36,47,0,29,108,93,89,57,104,60,1078,345,184,90,135277,1212,79044,1862,41486,1460,749,320,7986,779,37,41,2894,772,3081,556,38.2,0.7,43821,1125,2014,"NC",TRUE
"3701702","Greensboro City (South) PUMA, North Carolina",50847,1557,45568,1665,1156,261,1156,261,0,29,0,29,0,29,0,29,189,120,64,61,184,82,1498,298,632,215,111892,1940,43889,1513,56748,1545,484,186,5345,803,40,46,2574,759,2812,534,30.7,0.5,35128,1198,2014,"NC",TRUE
"3701701","Greensboro City (North) PUMA, North Carolina",62381,1634,56742,1497,893,208,841,195,10,15,22,34,0,29,20,32,49,30,118,102,120,58,912,200,252,89,135023,2222,80382,1654,41787,1989,546,185,5305,663,125,108,4091,1125,2787,467,38.5,0.7,46256,1804,2014,"NC",TRUE
"3701703","Guilford County (North)--Summerfield Town PUMA, North Carolina",55182,1088,51437,1135,317,169,317,169,0,29,0,29,0,29,0,29,21,26,66,56,18,30,288,132,269,120,118707,1629,83440,1541,25985,1483,721,316,2798,669,41,45,3622,1239,2100,509,39.4,0.6,62262,2121,2014,"NC",TRUE
"3704600","Pender & New Hanover (North) Counties PUMA, North Carolina",47790,1427,44355,1491,75,59,75,59,0,29,0,29,0,29,0,29,98,83,69,58,124,76,318,174,494,183,106568,1287,85969,1547,15582,901,404,157,883,196,75,76,2011,407,1644,382,41.2,0.6,51524,1738,2014,"NC",TRUE
"3704700","New Hanover County (South)--Wilmington City PUMA, North Carolina",74803,1527,65179,1480,939,298,860,299,0,29,5,7,0,29,74,58,114,86,204,173,869,258,1921,311,800,218,157236,1287,124876,1627,24046,914,717,211,2254,317,54,44,2300,621,2989,622,36.7,0.5,46588,1222,2014,"NC",TRUE
"3705003","Cumberland County (West)--Fayetteville City (West) PUMA, North Carolina",45742,890,43826,932,189,103,189,103,0,29,0,29,0,29,0,29,48,65,116,66,42,43,280,92,333,109,105266,1766,54024,1616,38160,1296,1452,245,2079,339,422,259,3179,650,5950,785,31.1,0.5,48320,1555,2014,"NC",TRUE
"3702600","Rutherford, Cleveland (West) & Polk Counties--Shelby City PUMA; North Carolina",51945,1137,48643,1140,199,95,188,93,11,18,0,29,0,29,0,29,21,25,25,24,13,21,926,223,337,146,137357,941,111913,1059,20348,783,336,116,1051,230,0,29,1903,557,1806,396,42.8,0.4,39642,1285,2014,"NC",TRUE
"3705200","Hoke, Richmond & Scotland Counties PUMA; North Carolina",47009,1124,44171,1091,239,124,239,124,0,29,0,29,0,29,0,29,7,12,8,12,101,72,820,274,516,184,132385,NA,69411,820,44678,653,8733,361,1280,195,122,112,3028,806,5133,742,35.3,0.2,36106,1129,2014,"NC",TRUE
"3701900","Davie, Yadkin & Iredell (North) Counties PUMA; North Carolina",44751,999,42249,1034,131,115,124,114,0,29,7,10,0,29,0,29,0,29,79,50,73,73,444,165,328,161,105392,815,93817,1118,5785,431,481,224,543,221,31,50,3464,671,1271,358,42.7,0.4,44865,1802,2014,"NC",TRUE
"3703400","Rowan County PUMA, North Carolina",55013,1047,51459,1085,245,107,219,108,0,29,0,29,16,17,10,16,32,40,242,107,57,44,688,211,435,176,138236,17,107390,779,22573,616,632,231,1359,142,0,29,4174,724,2108,438,40,0.4,41922,942,2014,"NC",TRUE
"3702900","Iredell (South)--Mooresville Town & Statesville City PUMA, North Carolina",60735,1078,56373,999,280,135,257,128,0,29,23,28,0,29,0,29,31,27,170,87,33,36,561,160,574,237,137129,813,109883,1137,18345,531,539,137,3219,281,39,58,3149,730,1955,437,39.1,0.4,53058,1690,2014,"NC",TRUE
"3700400","Granville, Person & Caswell Counties PUMA; North Carolina",48313,1108,45573,1159,50,50,50,50,0,29,0,29,0,29,0,29,7,14,77,47,25,38,425,158,464,177,120615,NA,77325,617,36725,375,712,84,509,204,24,28,2938,641,2382,460,41.9,0.3,44803,1383,2014,"NC",TRUE
"3700800","South & West Albemarle Sound & Northern Outer Banks Regions PUMA, North Carolina",41827,1078,38878,1103,60,40,34,32,3,7,8,12,0,29,15,26,4,10,17,18,344,164,693,152,341,119,101967,NA,63879,488,34003,236,574,266,488,129,12,15,1905,538,1106,282,44.3,0.3,42081,1418,2014,"NC",TRUE
"3700100","Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA; North Carolina",53918,1306,48123,1191,392,191,392,191,0,29,0,29,0,29,0,29,0,29,42,40,125,115,2134,320,196,95,129857,NA,121865,577,1829,252,505,117,899,148,40,33,2137,467,2582,408,40.4,0.4,36856,1382,2014,"NC",TRUE
"3701400","Orange County--Chapel Hill Town PUMA, North Carolina",66240,1285,50959,1297,4941,528,4909,530,0,29,32,31,0,29,0,29,49,57,233,91,1315,299,3599,415,602,172,137466,152,103741,867,15834,440,443,172,9701,343,20,23,3284,816,4443,636,33.3,0.3,57340,2532,2014,"NC",TRUE
"3701802","Winston-Salem City (South) PUMA, North Carolina",55522,1304,50991,1223,807,189,793,187,0,29,4,7,0,29,10,17,63,43,120,86,92,56,916,179,846,306,122276,1941,72885,1926,38450,1387,95,65,2940,574,0,29,5182,1032,2724,530,33.4,0.4,40523,1219,2014,"NC",TRUE
"3701801","Winston-Salem City (North) PUMA, North Carolina",43304,1203,38702,1079,821,200,810,197,0,29,0,29,0,29,11,18,5,11,62,42,65,44,1145,233,599,307,107448,1747,58969,1811,40861,1344,273,152,1653,337,106,180,3558,796,2028,511,35.6,0.7,39670,1290,2014,"NC",TRUE
"3701803","Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village PUMA, North Carolina",59683,1017,55616,1057,57,63,57,63,0,29,0,29,0,29,0,29,44,68,92,53,38,36,246,110,468,150,128406,1080,107271,1592,14301,1065,438,141,2800,571,0,29,2329,734,1267,254,43.1,0.5,58610,1728,2014,"NC",TRUE
"3703600","Randolph County PUMA, North Carolina",60708,1317,58077,1286,76,58,71,56,5,9,0,29,0,29,0,29,0,29,125,76,31,27,742,207,234,108,142276,NA,126049,932,7903,382,747,346,1452,144,28,33,3699,886,2398,476,40.2,0.3,41782,1422,2014,"NC",TRUE
"3704100","Lenoir, Onslow (North) & Jones Counties PUMA; North Carolina",46325,1179,43648,1209,202,119,202,119,0,29,0,29,0,29,0,29,0,29,108,62,88,93,795,208,244,87,110737,1336,71708,1582,32330,840,416,179,649,164,69,46,2477,802,3088,704,36.1,0.5,39461,1579,2014,"NC",TRUE
"3702100","Burke & McDowell Counties PUMA, North Carolina",52672,1140,49736,1162,72,61,72,61,0,29,0,29,0,29,0,29,0,29,78,49,71,83,730,214,306,123,135146,NA,116985,789,7364,387,559,126,3514,122,90,93,4241,775,2393,441,42.5,0.3,37291,1293,2014,"NC",TRUE
"3701500","Chatham & Lee Counties PUMA, North Carolina",53507,1089,48364,1102,275,108,275,108,0,29,0,29,0,29,0,29,351,196,52,41,66,48,748,236,718,241,125146,NA,92308,1236,19872,379,683,201,1576,138,32,42,7820,1218,2855,575,41.8,0.4,52884,1721,2014,"NC",TRUE
"3703300","Stanley & Cabarrus (East) Counties PUMA, North Carolina",45619,1150,42928,1164,103,80,103,80,0,29,0,29,0,29,0,29,28,40,173,110,89,77,449,173,301,140,106012,1216,90455,1303,10786,911,398,146,1489,210,10,17,1262,565,1612,345,40.6,0.4,49407,1801,2014,"NC",TRUE
"3704800","Brunswick County PUMA, North Carolina",43001,1338,39777,1451,157,85,15,16,0,29,0,29,0,29,142,86,15,24,266,187,36,44,430,147,470,154,112907,NA,94649,562,12273,631,419,175,610,150,459,454,2015,580,2482,373,49.2,0.2,46955,1524,2014,"NC",TRUE
"3703500","Davidson County PUMA, North Carolina",70127,1220,66805,1284,67,40,52,36,0,29,0,29,15,25,0,29,1,9,39,33,75,66,841,266,435,153,163545,NA,141608,643,15142,277,648,168,2017,244,73,62,2025,600,2032,418,41,0.3,42866,1257,2014,"NC",TRUE
"3703106","Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns PUMA; North Carolina",72693,1417,64401,1316,1105,238,1086,236,0,29,19,24,0,29,0,29,48,55,123,89,120,91,808,187,481,150,142517,1390,104022,1555,28297,1545,354,139,3889,595,28,44,2259,669,3668,586,35.6,0.5,77567,1515,2014,"NC",TRUE
"3703002","Gaston County (Southeast)--Gastonia & Belmont Cities PUMA, North Carolina",44469,883,41856,935,254,100,254,100,0,29,0,29,0,29,0,29,0,29,101,41,33,35,540,182,255,119,105672,1096,73621,1202,21557,942,297,157,2335,289,14,17,5334,845,2514,554,38.9,0.6,41245,1502,2014,"NC",TRUE
"3703001","Gaston County (Northwest)--Mount Holly City PUMA, North Carolina",43706,941,42051,929,148,97,127,93,21,34,0,29,0,29,0,29,0,29,101,54,0,29,199,91,90,43,102707,1096,87049,1302,9943,887,467,133,568,238,0,29,2759,768,1921,348,40.2,0.7,43138,1431,2014,"NC",TRUE
"3703200","Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town PUMA; North Carolina",62040,1304,57769,1315,415,181,415,181,0,29,0,29,0,29,0,29,128,125,141,105,15,19,497,166,181,106,139396,1216,101788,1594,25671,910,431,204,3976,256,32,34,4725,1102,2773,546,36.3,0.5,52885,1305,2014,"NC",TRUE
"3705100","Robeson County (West)--Lumberton City PUMA, North Carolina",41482,949,39729,934,70,38,64,36,0,29,0,29,6,11,0,29,60,89,15,18,58,38,583,158,342,118,121574,846,34412,964,30077,630,47971,629,891,96,105,29,4545,719,3573,571,34.8,0.3,30299,1173,2014,"NC",TRUE
"3702201","Buncombe County (Southeast)--Asheville City PUMA, North Carolina",59725,1310,51148,1402,691,157,676,159,0,29,15,23,0,29,0,29,9,16,101,56,488,149,1933,361,227,100,124018,1583,103680,1623,12963,882,420,166,1897,342,37,42,1131,405,3890,820,38.9,0.6,45760,1738,2014,"NC",TRUE
"3702202","Buncombe County (Northwest) PUMA, North Carolina",53826,1360,49539,1280,148,127,134,126,0,29,0,29,0,29,14,23,0,29,142,89,34,34,836,166,295,147,120581,1583,112844,1539,3059,757,341,131,797,288,86,35,745,391,2709,436,43,0.6,45521,1536,2014,"NC",TRUE
"3703105","Charlotte City (Southwest) PUMA, North Carolina",54558,1413,46755,1424,3481,430,2314,350,183,86,739,242,245,112,0,29,86,93,119,93,192,79,975,254,760,222,108270,2160,59450,1814,35265,1513,505,320,5708,914,43,50,4225,1098,3074,590,32.9,0.6,49324,1942,2014,"NC",TRUE
"3704500","Onslow County (South)--Jacksonville City PUMA, North Carolina",69967,1351,59194,1501,299,267,296,267,0,29,3,5,0,29,0,29,171,117,241,102,201,129,4544,483,454,178,141463,1336,103171,1508,24056,872,895,290,3253,351,524,200,3972,852,5592,812,25.2,0.3,45849,1861,2014,"NC",TRUE
"3700300","Rockingham & Stokes Counties PUMA, North Carolina",56064,1108,53417,1079,102,59,92,57,0,29,10,16,0,29,0,29,0,29,85,59,16,28,492,141,237,105,139460,NA,113664,559,18964,404,702,164,654,76,96,86,2920,613,2460,451,43.6,0.3,39917,1261,2014,"NC",TRUE
"3703108","Mecklenburg County (South)--Matthews Town (South) PUMA, North Carolina",56597,1336,49984,1320,1021,217,664,178,62,61,145,85,150,71,0,29,31,37,25,28,0,29,746,267,478,189,113257,2117,77039,1993,20936,1646,375,178,8157,891,0,29,3369,1094,3381,845,35.4,0.5,72841,2780,2014,"NC",TRUE
"3703104","Charlotte City (South) PUMA, North Carolina",72447,1466,62535,1433,1236,236,920,214,44,52,166,65,106,61,0,29,7,11,31,37,236,122,804,198,622,170,147199,2355,122551,2081,11602,1338,513,247,7459,865,16,29,1788,696,3270,688,40.4,0.5,81647,2224,2014,"NC",TRUE
"3703102","Charlotte City (Northwest) PUMA, North Carolina",48309,1427,43615,1322,2161,382,2147,384,0,29,0,29,14,21,0,29,18,24,69,57,127,88,710,235,455,151,120141,2591,28788,1764,79185,2185,539,271,4132,912,207,229,4716,1042,2574,561,33,0.7,36674,976,2014,"NC",TRUE
"3703107","Mecklenburg County (East)--Mint Hill & Matthews (North) Towns PUMA, North Carolina",59002,1285,54065,1334,703,205,620,183,0,29,0,29,83,78,0,29,34,41,107,90,34,42,589,185,488,228,113925,1689,62298,1602,35570,1821,575,315,6619,1006,47,126,5209,1038,3607,737,34.5,0.5,59147,2089,2014,"NC",TRUE
"3703101","Charlotte City (Central) PUMA, North Carolina",56949,1398,45606,1449,3670,475,3395,471,33,30,120,53,104,89,18,26,17,16,150,93,260,132,3695,523,382,154,108155,1989,56328,1697,37394,1712,560,244,4597,819,125,114,6714,1288,2437,565,31.8,0.4,44497,1250,2014,"NC",TRUE
"3703103","Charlotte City (Northeast) PUMA, North Carolina",53996,1370,47332,1313,2767,466,2731,468,0,29,36,47,0,29,0,29,99,85,23,40,244,185,1073,305,377,148,115036,2203,41208,2071,51132,2102,234,163,7482,927,256,245,10622,1465,4102,778,30.2,0.4,39867,1214,2014,"NC",TRUE
"3705400","Union County (West)--Indian Trail & Stallings Towns PUMA, North Carolina",54019,1106,48161,1061,347,154,243,118,0,29,84,98,20,29,0,29,0,29,84,71,39,32,251,124,395,175,118951,1252,100744,1382,10299,998,468,225,2891,389,68,70,2017,739,2464,522,36.8,0.5,81949,2983,2014,"NC",TRUE
"3701205","Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns PUMA, North Carolina",53585,1735,49429,1831,196,174,196,174,0,29,0,29,0,29,0,29,0,29,106,73,22,34,351,161,497,218,110094,2225,82677,2519,19450,1482,450,256,2308,418,63,72,2911,1187,2235,567,37.1,0.8,62879,2190,2014,"NC",TRUE
"3701201","Raleigh City (South & Central) PUMA, North Carolina",63285,1621,52838,1622,2970,459,2951,460,0,29,8,14,11,19,0,29,178,101,94,45,692,198,2812,381,428,136,137396,2405,79833,2110,46326,2077,485,200,5427,720,100,77,2890,671,2335,463,28.6,0.5,42574,1270,2014,"NC",TRUE
"3701207","Wake County (West Central)--Cary Town PUMA, North Carolina",70508,1297,62223,1291,768,285,768,285,0,29,0,29,0,29,0,29,248,128,89,65,70,54,1054,253,571,189,131391,1585,96932,1711,13222,1161,405,208,13002,836,29,39,4251,1170,3550,611,37.1,0.7,81148,3097,2014,"NC",TRUE
"3701208","Wake County (Southwest)--Apex & Holly Springs Towns PUMA, North Carolina",52312,1178,46203,1146,266,166,262,166,0,29,0,29,4,7,0,29,37,38,97,49,49,40,364,166,683,214,109212,1650,84212,1792,10555,1394,282,128,9520,819,0,29,1714,923,2929,592,36,0.7,95828,3517,2014,"NC",TRUE
"3701204","Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns PUMA; North Carolina",56406,1727,52802,1679,400,205,400,205,0,29,0,29,0,29,0,29,49,60,16,19,40,67,602,269,235,164,116836,2630,59885,2249,47256,1896,278,170,3113,814,0,29,3919,1216,2385,514,35.5,0.5,55707,1640,2014,"NC",TRUE
"3701202","Raleigh City (North) PUMA, North Carolina",67076,1659,60369,1645,675,231,644,237,16,24,15,24,0,29,0,29,292,125,77,60,318,160,914,247,421,213,128767,2399,87569,2154,27188,1485,347,213,4036,707,240,140,7103,1296,2284,452,36.1,0.6,54784,1320,2014,"NC",TRUE
"3701203","Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns PUMA; North Carolina",53021,1276,48405,1356,217,131,202,121,0,29,0,29,15,24,0,29,0,29,92,149,31,47,193,114,212,125,108866,2150,76267,2294,21830,1596,274,150,4743,886,7,12,2321,770,3424,817,35.2,0.6,71453,2607,2014,"NC",TRUE
"3701206","Wake County (Northwest)--Raleigh City (Northwest) & Morrisville Town PUMA, North Carolina",60134,1362,53054,1411,156,156,56,42,100,151,0,29,0,29,0,29,48,75,106,79,80,66,299,107,499,174,109951,1859,80240,2109,11864,1348,428,243,13374,1007,6,11,1538,680,2501,472,36.1,0.6,92038,2676,2014,"NC",TRUE
"3705001","Cumberland County (Central)--Fayetteville City (Central & East) PUMA, North Carolina",47266,1124,43905,1217,550,172,513,167,0,29,37,39,0,29,0,29,110,93,129,80,87,61,1119,316,218,83,108611,1588,47671,1289,49707,1426,614,166,3310,421,156,142,2086,386,5067,680,33.8,0.8,41960,930,2014,"NC",TRUE
