"PUMA.ID","NAME","Mode to work= All","MOE (BO8301_001)","Mode to work= Car","MOE (B08301_002)","Mode to work= Public Transport (ALL)","MOE (B08301_010)","Mode to work= Bus","MOE (B08301_011)","Mode to work= Subway/Elevated Rail","MOE (B08301_012)","Mode to work= Commuter Rail","MOE (B08301_013)","Mode to work= Light Rail","MOE (B08301_014)","Mode to work= Ferry","MOE (B08301_015)","Mode to work= Taxicab","MOE (B08301_016)","Mode to work= Motorcycle","MOE (B08301_017)","Mode to work= Bicycle","MOE (B08301_018)","Mode to work= Walk","MOE (B08301_019)","Mode to work= Other","MOE (B08301_020)","Race= All","MOE (B02001_001)","Race= White","MOE (B02001_002)","Race= Black","MOE (B02001_003)","Race= American Indian/Alaskan Native","MOE (B02001_004)","Race= Asian","MOE (B02001_005)","Race= Hawiian/Pacific Islander","MOE (B02001_006)","Race= Other","MOE (B02001_007)","Race= Two Or More","MOE (B02001_008)","Median Age","MOE (B01002_001)","Median Household Income","MOE (B19013_001)","YEAR","STATE","LIGHT_RAIL_EXISTS"
"0400500","Yavapai County PUMA, Arizona",79267,1793,69119,1881,150,105,104,73,0,30,46,75,0,30,0,30,116,122,410,163,770,242,2393,367,569,186,213689,NA,196410,1134,1188,162,4094,402,1783,249,15,20,5529,1050,4670,551,50.8,0.1,44000,849,2014,"AZ",TRUE
"0400803","Pinal County (North)--Apache Junction City PUMA, Arizona",47266,1658,42957,1634,95,95,95,95,0,30,0,30,0,30,0,30,34,53,313,172,155,91,305,167,685,322,129828,2830,111720,2724,4198,1037,2858,1742,1039,330,1080,287,4918,1059,4015,1109,37,1.1,50809,1145,2014,"AZ",TRUE
"0400807","Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities PUMA; Arizona",50749,1679,45910,1811,66,51,66,51,0,30,0,30,0,30,0,30,0,30,330,151,387,185,616,213,584,256,130320,1959,98062,2476,8537,946,8442,1201,3368,590,52,64,7965,1439,3894,781,34.6,0.6,49589,1497,2014,"AZ",TRUE
"0400202","Tucson (West) & Marana Cities PUMA, Arizona",50898,1708,45202,1717,1066,363,1023,361,6,10,18,20,0,30,19,34,43,51,123,64,480,208,522,150,1009,313,120431,2823,94246,2759,4119,925,3750,690,2933,748,53,43,11160,1144,4170,815,39.7,0.8,54192,2594,2014,"AZ",TRUE
"0400800","Gila, Graham, Greenlee & Pinal (East) Counties PUMA; Arizona",36566,1041,32623,1059,277,114,277,114,0,30,0,30,0,30,0,30,0,30,114,81,211,170,1284,230,542,201,111281,765,88622,903,1263,119,13496,279,605,119,66,62,4498,620,2731,466,40.2,0.4,42685,1631,2014,"AZ",TRUE
"0400400","Coconino County--Flagstaff City PUMA, Arizona",63035,1296,50606,1360,1222,289,1185,284,25,26,0,30,12,19,0,30,144,145,138,84,1852,265,5195,561,511,230,135817,NA,84667,836,2009,244,36504,606,2120,212,150,64,5584,873,4783,719,31,0.2,48540,1918,2014,"AZ",TRUE
"0400134","Maricopa County (West) & Gila River Indian Community (Northwest) PUMA, Arizona",41693,1282,37285,1255,101,59,90,57,0,30,0,30,0,30,11,17,0,30,294,134,69,42,708,203,536,201,114404,2233,93239,2769,5620,1131,4964,851,1672,500,215,136,5382,1131,3312,711,34.2,0.7,54983,2775,2014,"AZ",TRUE
"0400132","Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities PUMA; Arizona",47114,1422,43169,1351,143,128,143,128,0,30,0,30,0,30,0,30,0,30,265,134,58,62,445,134,513,252,109100,1416,87110,2073,8627,1369,1500,445,4382,767,79,62,3521,987,3881,703,34.8,0.8,71116,2052,2014,"AZ",TRUE
"0400131","Maricopa County--Surprise City (Central) PUMA, Arizona",40948,1365,37018,1321,136,88,136,88,0,30,0,30,0,30,0,30,14,24,114,112,203,155,228,110,454,186,106962,1373,93046,1769,5550,850,590,335,1972,673,116,87,2736,784,2952,548,39.1,0.9,60615,1907,2014,"AZ",TRUE
"0400129","Phoenix (Far North) & Peoria (Northwest) Cities PUMA, Arizona",50908,1332,44938,1350,231,100,231,100,0,30,0,30,0,30,0,30,0,30,295,136,82,47,380,168,297,157,111307,2242,98883,2404,2021,603,638,260,5893,1012,43,43,1296,398,2533,582,36.7,0.9,78941,3140,2014,"AZ",TRUE
"0400111","Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town PUMA, Arizona",49388,1634,41965,1564,262,142,241,141,0,30,21,31,0,30,0,30,13,21,29,35,232,143,566,191,830,208,105068,1977,90838,1937,1153,514,5224,735,5013,761,66,88,560,197,2214,539,49,0.9,75496,2016,2014,"AZ",TRUE
"0400107","Maricopa County--Chandler City (South) PUMA, Arizona",44910,1180,39609,1227,254,139,254,139,0,30,0,30,0,30,0,30,0,30,144,62,180,104,347,119,649,200,104520,1659,83462,1901,3437,729,827,363,10903,1133,176,128,1822,555,3893,726,40.5,0.9,82216,2419,2014,"AZ",TRUE
"0400133","Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities PUMA, Arizona",48806,1357,45241,1368,387,154,387,154,0,30,0,30,0,30,0,30,38,47,280,151,139,77,464,239,350,134,105999,1111,80439,2137,9860,1169,1819,649,3554,680,126,75,6644,1227,3557,507,30.8,0.6,56997,2242,2014,"AZ",TRUE
"0400112","Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA; Arizona",51144,1291,42113,1176,335,124,313,121,0,30,0,30,13,21,9,15,0,30,117,76,52,86,331,115,552,187,110655,1842,101475,1901,1065,415,272,132,4724,832,53,61,809,310,2257,487,45.7,0.6,98313,3261,2014,"AZ",TRUE
"0400102","Maricopa County--Mesa City (North Central) PUMA, Arizona",57367,1348,51298,1320,1041,334,972,303,0,30,6,10,63,61,0,30,10,13,327,113,382,125,626,184,430,116,133065,2336,114879,2299,4252,948,3731,880,1895,406,319,204,4595,943,3394,552,37.9,1,50382,1385,2014,"AZ",TRUE
"0400101","Maricopa County--Mesa City (East) PUMA, Arizona",61665,1654,55933,1571,442,142,433,142,0,30,9,17,0,30,0,30,35,34,547,136,321,124,507,180,865,258,154279,2809,135153,2858,3770,928,2141,657,2911,555,223,178,6968,1192,3113,590,40.9,0.8,56193,1245,2014,"AZ",TRUE
"0400100","Maricopa County--Gilbert (South) & Queen Creek Towns PUMA, Arizona",54708,1300,48809,1340,141,80,127,75,0,30,14,25,0,30,0,30,0,30,398,163,130,90,211,117,400,183,122745,1933,104236,2214,3614,815,1542,547,6328,1034,178,136,3343,847,3504,699,31.5,0.7,84813,2727,2014,"AZ",TRUE
"0400108","Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA, Arizona",56485,1339,50268,1287,1300,402,1229,403,40,37,22,36,9,14,0,30,58,56,255,117,696,209,693,374,516,197,104681,1760,75140,1977,6077,1061,4057,792,8000,869,583,376,7264,1119,3560,611,34.3,0.8,66252,2259,2014,"AZ",TRUE
"0400120","Phoenix City--Ahwatukee & South Mountain PUMA, Arizona",52379,1215,46240,1178,931,296,877,294,31,33,23,29,0,30,0,30,7,13,128,59,246,86,658,197,443,299,101361,1716,76549,1807,7166,950,1889,638,5262,638,189,131,6131,1028,4175,752,39,0.8,75644,2916,2014,"AZ",TRUE
"0400121","Phoenix (Southwest) & Tolleson Cities PUMA, Arizona",51004,1909,47201,1849,706,236,706,236,0,30,0,30,0,30,0,30,0,30,78,59,292,133,727,226,204,92,130009,3181,92326,3103,14964,1780,1842,467,3639,870,517,311,12300,1837,4421,843,26.9,0.5,44128,1785,2014,"AZ",TRUE
"0400124","Maricopa County--Glendale City (South) PUMA, Arizona",40486,1217,36303,1171,1977,373,1928,362,49,53,0,30,0,30,0,30,0,30,148,74,418,175,454,147,214,111,103999,2289,70351,2143,8134,1013,1819,442,3141,707,190,151,16109,2044,4255,880,29.2,0.9,35085,1556,2014,"AZ",TRUE
"0400127","Maricopa County--Peoria City (South & Central) PUMA, Arizona",54091,1127,49880,1154,300,122,300,122,0,30,0,30,0,30,0,30,19,29,205,92,211,106,575,174,478,152,118086,1219,99593,1936,4924,849,944,390,4061,742,165,140,3482,594,4917,822,38.4,0.9,56702,1532,2014,"AZ",TRUE
"0400126","Maricopa County--Glendale City (North) PUMA, Arizona",57053,1645,50373,1485,1171,326,1161,324,0,30,10,16,0,30,0,30,0,30,366,126,463,179,615,179,379,165,124919,2175,104166,2383,5596,1154,2124,693,5442,721,132,107,3366,711,4093,640,37.5,0.9,58336,2189,2014,"AZ",TRUE
"0400128","Phoenix City (North) PUMA, Arizona",51297,1365,45925,1332,1043,298,1033,297,0,30,0,30,10,16,0,30,17,26,261,98,135,76,911,279,290,116,102593,1916,88276,1951,2949,677,1059,438,4952,872,145,138,1589,439,3623,749,36.3,0.9,63245,1887,2014,"AZ",TRUE
"0400110","Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA, Arizona",62925,1706,53790,1633,1229,316,1144,310,30,44,41,57,10,15,4,6,12,19,249,120,1008,340,1103,253,531,182,122988,1942,109598,2464,2891,701,2105,879,2874,564,46,48,3248,748,2226,413,43.7,0.8,61887,1941,2014,"AZ",TRUE
"0400109","Maricopa County--Tempe City (North) PUMA, Arizona",54238,1559,41144,1444,3324,581,2697,520,263,228,160,120,204,122,0,30,20,37,374,150,2980,557,2782,478,956,260,104906,1598,77567,1885,5090,809,3333,731,6988,899,578,293,7137,1295,4213,666,26,0.5,40795,1135,2014,"AZ",TRUE
"0400106","Maricopa County--Chandler City (Northeast) PUMA, Arizona",60390,1385,54774,1333,856,238,783,218,0,30,0,30,73,77,0,30,31,35,370,118,558,180,430,186,507,175,117856,1768,91706,2137,6636,845,2180,601,7133,901,242,152,4639,853,5320,811,32.8,0.7,59954,1830,2014,"AZ",TRUE
"0400119","Phoenix City (South) PUMA, Arizona",37779,1249,33618,1171,1497,325,1483,324,14,22,0,30,0,30,0,30,6,10,277,111,336,118,477,265,377,135,107581,3226,62185,2919,17798,1528,3206,707,1652,466,533,377,19479,1961,2728,572,28.2,0.5,37726,1335,2014,"AZ",TRUE
"0400123","Phoenix City--Maryvale (West) PUMA, Arizona",44326,1438,41306,1392,1019,208,1008,209,11,17,0,30,0,30,0,30,21,18,87,64,143,89,596,197,426,163,119863,2862,85485,3221,8913,1285,1657,464,1667,554,306,141,18363,1951,3472,672,25.6,0.6,36068,1008,2014,"AZ",TRUE
"0400105","Maricopa County--Gilbert Town (North) PUMA, Arizona",70883,1139,63341,1219,636,202,568,203,50,58,0,30,18,24,0,30,93,70,592,245,528,167,620,193,590,187,141870,1729,119422,2128,4570,860,1013,265,8206,726,225,112,3370,644,5064,706,33.6,0.5,80083,1631,2014,"AZ",TRUE
"0400115","Phoenix City (Northwest Central) PUMA, Arizona",48166,1410,41719,1357,1840,333,1787,321,12,21,41,53,0,30,0,30,0,30,340,130,184,117,758,147,891,261,102151,2419,84823,2677,4444,716,1522,572,3542,758,281,263,5044,1102,2495,493,34.2,0.9,42536,1417,2014,"AZ",TRUE
"0400114","Phoenix City (Northeast Central) PUMA, Arizona",53578,1339,45556,1083,1560,354,1538,347,22,25,0,30,0,30,0,30,18,29,307,149,387,140,1131,294,1504,425,108535,2454,91667,2538,3877,1066,1024,386,2689,530,66,43,5838,1051,3374,718,37.2,1,48195,1873,2014,"AZ",TRUE
