State,Name,ID,Org Type,Mode,TOS,VOMS,Vehicles Available for Maximum Service,, Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Unlinked Passenger Trips,,Passenger Miles Traveled,,
NY,City of Long Beach,2006,A,DR,DO,4,4.0,,0.0,,57.8,,54.3,,11.3,,9.5,,49.7,,54.2,,
NY,City of Long Beach,2006,A,MB,DO,9,11.0,,242.7,,244.9,,228.5,,26.3,,24.9,,479.2,,884.6,,
,,,,Total,,13,15.0,,242.7,,302.7,,282.8,,37.6,,34.4,,528.9,,938.8,,
NY,City of Poughkeepsie,2009,A,MB,DO,6,8.0,,197.5,,201.6,,196.9,,16.2,,15.9,,375.7,Q,"1,089.5",Q,
NY,Clarkstown Mini-Trans,2085,A,MB,DO,5,10.0,,319.1,,340.7,,318.9,,19.4,,18.8,,148.7,,788.2,,
NY,Dutchess County Division of Mass Transportation (Loop Bus),2010,A,DR,DO,20,21.0,,0.0,,469.5,,385.8,,34.4,,20.0,,92.8,,817.3,,
NY,Dutchess County Division of Mass Transportation (Loop Bus),2010,A,MB,DO,26,28.0,,"1,057.1",,"1,192.4",,"1,054.3",,58.9,,49.8,,590.1,Q,"6,693.0",,
,,,,Total,,46,49.0,,"1,057.1",,"1,661.9",,"1,440.1",,93.3,,69.8,,682.9,,"7,510.2",,
NY,Greater Glens Falls Transit System (GGFT),2120,A,DR,DO,1,2.0,,0.0,,17.4,,13.7,,2.4,Q,2.2,Q,2.9,,8.2,,
NY,Greater Glens Falls Transit System (GGFT),2120,A,MB,DO,5,10.0,,304.9,,338.6,,304.8,,18.9,,18.0,Q,326.6,,"1,175.7",,
,,,,Total,,6,12.0,,304.9,,356.1,,318.5,,21.3,,20.2,,329.5,,"1,183.9",,
NY,"Hendrick Hudson Bus Lines, Inc. (HHBL)",2179,D,MB,DO,6,8.0,,371.9,,420.7,,371.9,,15.0,,13.5,,44.4,,"2,109.9",,
NY,Huntington Area Rapid Transit (HART),2071,A,DR,DO,7,11.0,,0.0,,124.4,,100.7,,10.5,,9.0,,21.8,,151.4,,
NY,Huntington Area Rapid Transit (HART),2071,A,MB,DO,10,12.0,,338.6,,343.3,,323.9,,23.8,,22.8,,245.0,,"1,109.8",,
,,,,Total,,17,23.0,,338.6,,467.7,,424.6,,34.3,,31.8,,266.8,,"1,261.2",,
NY,MTA Bus Company (MTABUS),2188,A,MB,DO,"1,137","1,344.0",,"25,820.0",,"35,493.8",,"25,537.1",,"3,559.8",,"3,012.0",,"110,269.6",,"297,555.1",,
NY,MTA Long Island Rail Road (MTA LIRR),2100,A,CR,DO,998,"1,185.0",,"63,017.7",,"71,174.3",,"62,715.4",,"2,370.0",,"2,110.8",,"102,143.7",,"2,257,940.0",,
NY,MTA New York City Transit (NYCT),2008,B,DR,PT,"1,560","1,784.0",,0.0,,"49,184.0",,"43,044.6",,"4,578.9",,"3,919.5",,"3,944.5",,"41,211.2",,
NY,MTA New York City Transit (NYCT),2008,B,HR,DO,"5,280","6,388.0",,"354,581.5",,"348,985.5",,"338,410.9",,"19,517.6",,"18,528.6",,"2,390,402.8",,"9,646,775.0",,
NY,MTA New York City Transit (NYCT),2008,B,MB,DO,"3,896","4,576.0",,"100,257.9",,"119,842.2",,"101,303.2",,"15,373.2",,"13,079.9",,"862,630.5",,"1,812,108.1",,
,,,,Total,,"10,736","12,748.0",,"454,839.5",,"518,011.7",,"482,758.7",,"39,469.7",,"19,073.8",,"3,256,978.0",,"11,500,094.0",,
NY,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad (MTA-MNCR)",2078,B,CR,DO,"1,051","1,105.0",,"56,770.2",,"64,974.3",,"56,695.1",,"1,845.5",,"1,643.6",,"79,719.7",,"2,127,147.8",,
NY,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad (MTA-MNCR)",2078,B,FB,PT,2,2.0,,49.5,,46.6,,46.6,,4.6,,4.6,,209.6,,730.7,,
NY,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad (MTA-MNCR)",2078,B,MB,PT,7,12.0,,89.9,,157.9,,99.7,,21.7,,18.7,,394.9,,127.1,,
,,,,Total,,"1,060","1,119.0",,"56,909.6",,"65,178.8",,"56,841.4",,"1,871.8",,262.7,,"80,324.2",,"2,128,005.5",,
NY,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus (MTA Long Island Bus)",2007,A,DR,DO,85,87.0,,0.0,,"3,729.6",,"3,249.0",,240.9,,218.3,,352.2,,"3,211.8",,
NY,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus (MTA Long Island Bus)",2007,A,MB,DO,279,331.0,,"10,178.2",,"11,748.7",,"10,237.2",,937.1,,816.2,,"32,088.0",,"164,507.8",,
,,,,Total,,364,418.0,,"10,178.2",,"15,478.3",,"13,486.1",,"1,178.0",,"1,034.5",,"32,440.2",,"167,719.5",,
NY,Monroe Bus Corporation,2137,E,MB,DO,13,25.0,,697.4,,728.2,,697.1,,20.9,,19.0,,287.1,,"16,612.6",,
NY,Monsey New Square Trails Corporation,2135,E,MB,DO,32,36.0,,"1,052.4",,"1,130.8",,"1,049.2",,48.1,,44.6,,561.9,,"22,532.2",,
NY,New York City Department of Transportation (NYCDOT),2082,B,FB,DO,4,5.0,,182.7,,185.3,,183.9,,17.8,,17.7,,"18,989.8",,"98,746.7",,
NY,New York City Department of Transportation (NYCDOT),2082,B,MB,PT,24,27.0,,597.9,,"1,185.0",,632.7,,46.6,,28.2,,693.0,,"3,778.0",,
,,,,Total,,28,32.0,,780.6,,"1,370.3",,816.7,,64.5,,45.9,,"19,682.8",,"102,524.7",,
NY,Newburgh Beacon Bus Corporation (NBBC),2148,D,DR,DO,3,4.0,,0.0,,78.1,,71.2,,6.1,Q,5.8,Q,16.5,,87.1,,
NY,Newburgh Beacon Bus Corporation (NBBC),2148,D,MB,DO,6,7.0,,215.2,,229.2,,215.2,,14.1,Q,13.8,Q,101.3,,467.7,,
,,,,Total,,9,11.0,,215.2,,307.3,,286.4,,20.2,,19.6,,117.7,,554.8,,
NY,Niagara Frontier Transportation Authority (NFT Metro),2004,A,DR,DO,46,49.0,,0.0,,"1,244.3",,959.1,,72.2,,56.8,,87.9,,877.8,,
NY,Niagara Frontier Transportation Authority (NFT Metro),2004,A,LR,DO,23,27.0,,783.2,,800.9,,790.9,,76.3,,73.5,,"5,850.3",,"14,323.8",,
NY,Niagara Frontier Transportation Authority (NFT Metro),2004,A,MB,DO,286,334.0,,"8,673.9",,"10,952.1",,"9,170.3",,861.2,,759.1,,"18,207.6",,"69,062.9",,
,,,,Total,,355,410.0,,"9,457.1",,"12,997.2",,"10,920.2",,"1,009.8",,851.1,,"24,145.8",,"84,264.4",,
NY,"Private One of New York, LLC, dba: New York Airport Service",2171,D,MB,PT,33,40.0,,"1,495.8",,"1,463.8",,"1,251.7",,123.1,,100.0,,873.5,,"15,602.7",,
NY,Private Transportation Corporation,2175,D,MB,PT,6,8.0,,208.0,,217.8,,210.7,,14.9,,14.2,,574.8,,"4,168.1",,
NY,Putnam County Transit (PART),2096,B,DR,PT,4,5.0,,0.0,,147.5,,117.0,,8.1,,7.2,,13.4,,120.6,,
NY,Putnam County Transit (PART),2096,B,MB,PT,6,10.0,,395.2,,410.9,,391.3,,19.4,,18.8,,151.1,,820.2,,
,,,,Total,,10,15.0,,395.2,,558.3,,508.3,,27.5,,26.0,,164.5,,940.8,,
NY,"Regional Transit Service, Inc. and Lift Line, Inc. (R-GRTA)",2113,A,DR,DO,40,49.0,,0.0,,"1,965.1",,"1,574.8",,112.8,,97.5,,178.2,,"1,413.1",,
NY,"Regional Transit Service, Inc. and Lift Line, Inc. (R-GRTA)",2113,A,MB,DO,189,258.0,,"5,995.9",,"6,010.7",,"5,264.0",,492.3,,438.5,,"12,006.5",,"40,787.8",,
,,,,Total,,229,307.0,,"5,995.9",,"7,975.8",,"6,838.8",,605.2,,536.0,,"12,184.7",,"42,200.9",,
NY,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway (SIRTOA)",2099,A,HR,DO,46,64.0,,"2,185.2",,"2,388.5",,"2,176.3",,109.9,,103.7,,"7,422.6",,"45,359.5",,
NY,Suffolk County Department of Public Works - Transportation Division (ST),2072,B,DR,PT,69,93.0,,0.0,,"4,875.4",,"4,096.2",,244.2,,208.7,,318.4,,"3,432.0",,
NY,Suffolk County Department of Public Works - Transportation Division (ST),2072,B,MB,PT,138,163.0,,"7,191.1",,"7,836.3",,"7,186.6",,405.1,,375.9,,"5,887.2",,"52,682.6",,
,,,,Total,,207,256.0,,"7,191.1",,"12,711.7",,"11,282.8",,649.3,,584.7,,"6,205.5",,"56,114.6",,
NY,Tioga County (Tioga County Transit),2158,B,DR,PT,8,9.0,,0.0,,321.8,Q,255.4,Q,25.2,Q,21.8,Q,18.4,,86.9,Q,
NY,Tioga County (Tioga County Transit),2158,B,MB,PT,6,8.0,,407.6,,454.9,Q,407.6,Q,15.2,Q,12.2,Q,47.3,,407.4,,
,,,,Total,,14,17.0,,407.6,,776.7,,663.0,,40.4,,34.0,,65.6,,494.3,,
NY,Tompkins Consolidated Area Transit (TCAT),2145,E,DR,PT,19,26.0,,0.0,,422.0,Q,368.2,,27.0,Q,22.5,,57.9,,261.6,Q,
NY,Tompkins Consolidated Area Transit (TCAT),2145,E,MB,DO,35,53.0,,"1,309.4",,"1,508.1",Q,"1,309.9",,108.1,Q,104.4,,"3,009.3",,"7,372.7",,
NY,Tompkins Consolidated Area Transit (TCAT),2145,E,MB,PT,8,13.0,,262.9,,318.6,Q,263.0,,12.1,Q,11.2,,97.0,,464.4,,
,,,,Total,,62,92.0,,"1,572.3",,"2,248.7",,"1,941.1",,147.2,,138.1,,"3,164.1",,"8,098.7",,
NY,Town of Highlands Dial-A-Bus,2182,A,DR,DO,1,2.0,,0.0,,12.1,Q,10.1,Q,1.4,Q,1.4,Q,3.5,,20.2,,
NY,Town of Monroe Dial-A-Bus (Monroe DAB),2183,A,DR,DO,4,5.0,,0.0,,85.9,,78.8,,7.3,,6.8,,24.9,,79.2,,
NY,Transport of Rockland (TOR),2084,B,MB,PT,62,66.0,,"2,596.9",,"3,095.8",,"2,611.2",,221.7,,192.8,,"3,450.7",,"22,193.8",,
NY,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens (TRIPS),2086,A,DR,DO,22,25.0,,0.0,,703.4,,627.7,,34.5,,31.8,,74.7,,676.0,,
NY,Ulster County Area Transit (UCAT),2178,B,MB,PT,1,2.0,,56.6,,59.9,,56.2,,3.6,,3.4,,25.8,,199.5,,
NY,Ulster County Area Transit (UCAT),2178,B,MB,DO,13,17.0,,723.2,,724.5,,719.8,,34.4,,34.1,,193.3,,"2,105.8",,
,,,,Total,,14,19.0,,779.9,,784.4,,776.0,,38.0,,37.6,,219.1,,"2,305.3",,
NY,Village of Kiryas Joel (KJ),2187,A,MB,DO,4,6.0,,83.3,,85.0,Q,84.5,Q,7.1,Q,7.1,Q,83.3,,362.0,,
NY,Village of Spring Valley Bus (Spring Valley Jitney),2089,A,MB,DO,2,2.0,,58.6,,42.3,,42.0,,4.2,,4.1,,18.7,,54.3,,
NY,Westchester County Bee-Line System (The Bee-Line System),2076,B,DR,PT,52,60.0,,0.0,,"2,708.1",,"2,304.8",,157.5,,141.0,,203.5,,"2,114.8",,
NY,Westchester County Bee-Line System (The Bee-Line System),2076,B,MB,PT,281,418.0,,"8,570.9",,"11,019.2",,"8,377.3",,855.9,,743.1,,"30,875.9",,"152,105.3",,
,,,,Total,,333,478.0,,"8,570.9",,"13,727.3",,"10,682.2",,"1,013.4",,884.1,,"31,079.4",,"154,220.1",,
OH,Brunswick Transit Alternative (BTA),5143,B,MB,PT,2,5.0,,127.6,,127.3,,126.8,,7.4,,7.4,,28.0,,189.6,,
OH,Butler County Regional Transit Authority (BCRTA),5157,B,DR,DO,9,11.0,,0.0,,90.8,,62.6,,6.5,,4.9,,10.8,,104.0,,
OH,Central Ohio Transit Authority (COTA),5016,B,DR,PT,46,60.0,,0.0,,"2,528.7",Q,"2,248.9",Q,134.8,Q,116.2,Q,182.2,,"1,802.3",,
OH,Central Ohio Transit Authority (COTA),5016,B,MB,DO,195,234.0,,"7,248.6",,"9,017.4",,"7,292.2",,635.8,,577.3,,"14,787.7",,"56,130.2",,
,,,,Total,,241,294.0,,"7,248.6",,"11,546.1",,"9,541.1",,770.6,,693.5,,"14,969.8",,"57,932.5",,
OH,City of Middletown - Middletown Transit System (MTS),5019,A,DR,DO,2,3.0,,0.0,,60.9,,53.5,,4.9,,4.3,,11.1,,66.4,,
OH,City of Middletown - Middletown Transit System (MTS),5019,A,MB,DO,4,6.0,,209.2,,211.5,,209.2,,14.2,,13.9,,239.1,,"1,172.2",,
,,,,Total,,6,9.0,,209.2,,272.4,,262.8,,19.2,,18.1,,250.2,,"1,238.7",,
OH,City of Newark Transit Operations,5138,B,DR,PT,23,29.0,,0.0,,"1,054.3",,"1,054.3",,69.7,,69.7,,213.6,,767.8,,
OH,Clermont Transportation Connection (CTC),5166,B,DR,DO,16,19.0,,0.0,,517.4,,421.3,,22.4,,20.3,,45.7,,507.2,,
OH,Clermont Transportation Connection (CTC),5166,B,DR,PT,25,25.0,,0.0,,647.1,,545.0,,39.6,,34.1,,52.0,,548.3,,
OH,Clermont Transportation Connection (CTC),5166,B,MB,DO,3,3.0,,12.5,,13.9,,11.4,,0.4,,0.3,,2.1,,45.7,,
,,,,Total,,44,47.0,,12.5,,"1,178.5",,977.8,,62.4,,54.7,,99.7,,"1,101.1",,
OH,Greater Dayton Regional Transit Authority (GDRTA),5017,A,DR,DO,84,88.0,,0.0,,"3,253.6",,"2,792.1",,210.4,,187.5,,314.8,,"2,360.8",,
OH,Greater Dayton Regional Transit Authority (GDRTA),5017,A,MB,DO,131,134.0,,"5,805.5",,"6,095.6",,"5,796.2",,396.4,,375.2,,"7,094.1",,"31,926.4",,
OH,Greater Dayton Regional Transit Authority (GDRTA),5017,A,TB,DO,39,43.0,,"1,173.0",,"1,201.2",,"1,168.0",,110.0,,106.1,,"3,441.9",,"9,055.6",,
,,,,Total,,254,265.0,,"6,978.4",,"10,550.4",,"9,756.3",,716.7,,668.9,,"10,850.8",,"43,342.8",,
OH,Greene County Transit Board (Greene CATS),5165,B,DR,PT,26,30.0,,0.0,,960.7,,771.8,,48.4,,40.5,,126.8,,"1,327.4",,
OH,Laketran,5117,B,DR,PT,7,8.0,,0.0,,237.1,,200.6,,14.4,,11.3,,33.4,,430.6,,
OH,Laketran,5117,B,DR,DO,75,84.0,,0.0,,"2,655.7",Q,"2,360.7",Q,147.1,Q,126.2,Q,312.8,,"3,179.6",,
OH,Laketran,5117,B,MB,DO,17,26.0,,826.0,,"1,233.8",,829.6,,61.9,,47.0,,616.7,,"7,554.0",,
,,,,Total,,99,118.0,,826.0,,"4,126.6",,"3,390.9",,223.3,,184.6,,962.9,,"11,164.2",,
OH,Licking County Transit Board (LCTB),5163,B,DR,PT,14,16.0,,0.0,,591.7,,477.5,,25.2,,21.3,,52.4,,615.5,,
OH,Lorain County Transit (LCT),5095,B,DR,PT,12,26.0,,0.0,,455.9,,417.2,,32.0,,30.6,,58.4,,494.6,,
OH,Lorain County Transit (LCT),5095,B,MB,PT,18,23.0,,"1,165.9",,"1,268.7",,"1,165.9",,64.4,,60.7,,790.4,,"4,606.1",,
,,,,Total,,30,49.0,,"1,165.9",,"1,724.6",,"1,583.1",,96.4,,91.3,,848.8,,"5,100.7",,
OH,Metro Regional Transit Authority (Metro),5010,B,DR,PT,31,70.0,,0.0,,433.5,,433.5,,33.5,,33.5,,52.3,,422.4,,
OH,Metro Regional Transit Authority (Metro),5010,B,DR,DO,57,75.0,,0.0,,"1,057.6",,940.0,,85.0,,79.3,,159.7,,815.5,,
OH,Metro Regional Transit Authority (Metro),5010,B,MB,DO,95,109.0,,"2,705.7",,"3,306.4",,"2,665.1",,255.5,,226.7,,"5,290.6",,"21,488.6",,
,,,,Total,,183,254.0,,"2,705.7",,"4,797.5",,"4,038.7",,374.0,,339.5,,"5,502.6",,"22,726.5",,
OH,Miami County Public Transit (MCPT),5169,B,DR,PT,15,18.0,,0.0,,552.1,,497.0,,30.5,,27.8,,51.4,,382.6,,
OH,Portage Area Regional Transportation Authority (PARTA),5021,A,DR,DO,32,38.0,,0.0,,"1,026.1",,867.3,,60.7,,52.6,,139.5,,"1,397.1",,
OH,Portage Area Regional Transportation Authority (PARTA),5021,A,MB,DO,24,27.0,,715.5,,731.6,Q,714.7,,69.6,,61.6,,"1,223.1",,"2,134.3",,
,,,,Total,,56,65.0,,715.5,,"1,757.7",,"1,582.0",,130.3,,114.2,,"1,362.6",,"3,531.5",,
OH,Richland County Transit (RCT),5090,B,DR,PT,8,10.0,,0.0,,108.4,,101.8,,12.6,,12.0,,39.2,,143.1,,
OH,Richland County Transit (RCT),5090,B,MB,PT,8,13.0,,223.0,,235.6,,227.7,,20.1,,18.8,,293.3,,871.2,,
,,,,Total,,16,23.0,,223.0,,344.0,,329.5,,32.7,,30.7,,332.5,,"1,014.3",,
OH,Sandusky Transit System (STS),5164,B,DR,PT,14,15.0,,0.0,,367.1,,346.3,,25.5,,24.4,,86.9,,440.4,,
OH,Southwest Ohio Regional Transit Authority (SORTA / Metro),5012,B,DR,PT,48,53.0,,0.0,,"2,328.1",,"1,973.8",,148.1,,114.0,,249.5,,"2,567.5",,
OH,Southwest Ohio Regional Transit Authority (SORTA / Metro),5012,B,MB,DO,325,390.0,,"10,964.6",,"12,800.4",,"10,958.7",,909.2,,815.9,,"25,897.4",,"124,941.4",,
,,,,Total,,373,443.0,,"10,964.6",,"15,128.6",,"12,932.5",,"1,057.3",,929.9,,"26,146.9",,"127,509.0",,
OH,Springfield City Area Transit (SCAT),5020,B,DR,PT,3,7.0,,0.0,,46.3,,40.1,,3.9,,3.5,,11.5,,127.5,Q,
OH,Springfield City Area Transit (SCAT),5020,B,MB,PT,11,15.0,,231.1,,238.3,,231.1,Q,21.1,,20.6,,436.9,,725.2,Q,
,,,,Total,,14,22.0,,231.1,,284.6,,271.2,,24.9,,24.1,,448.4,,852.7,,
OH,Stark Area Regional Transit Authority (SARTA),5011,A,DR,DO,24,45.0,,0.0,,"1,321.8",,"1,182.0",,67.0,,61.9,,156.5,,"1,429.7",,
OH,Stark Area Regional Transit Authority (SARTA),5011,A,MB,DO,34,42.0,,"2,472.7",,"2,601.0",,"2,479.1",,165.5,,161.5,,"2,113.5",,"9,449.2",,
,,,,Total,,58,87.0,,"2,472.7",,"3,922.8",,"3,661.1",,232.5,,223.4,,"2,270.0",,"10,878.9",,
OH,The Greater Cleveland Regional Transit Authority (GCRTA),5015,B,DR,PT,22,28.0,,0.0,,"1,114.4",,933.1,,71.3,,63.2,,110.1,,876.1,,
OH,The Greater Cleveland Regional Transit Authority (GCRTA),5015,B,DR,DO,74,77.0,,0.0,,"2,755.1",,"2,368.2",,191.7,,175.3,,371.7,,"2,576.3",,
OH,The Greater Cleveland Regional Transit Authority (GCRTA),5015,B,HR,DO,22,60.0,,"1,717.5",,"2,142.1",,"2,112.8",,80.3,,78.7,,"7,450.3",,"53,399.7",,
OH,The Greater Cleveland Regional Transit Authority (GCRTA),5015,B,LR,DO,17,40.0,,794.1,,821.6,,805.6,,58.0,,56.6,,"3,060.0",,"19,202.1",,
OH,The Greater Cleveland Regional Transit Authority (GCRTA),5015,B,MB,DO,522,620.0,,"20,267.3",,"23,790.8",,"20,204.8",,"1,816.2",,"1,650.1",,"49,195.6",,"178,890.6",,
,,,,Total,,657,825.0,,"22,778.9",,"30,623.9",,"26,424.4",,"2,217.6",,"2,000.0",,"60,187.8",,"254,944.9",,
OH,Toledo Area Regional Transit Authority (TARTA),5022,B,DR,PT,42,47.0,,0.0,,"1,212.7",,"1,132.6",,84.1,,74.7,,123.0,,"1,212.0",,
OH,Toledo Area Regional Transit Authority (TARTA),5022,B,MB,DO,147,173.0,,"3,513.8",,"4,331.1",,"3,595.9",,349.2,,247.9,,"5,642.6",,"22,768.2",Q,
,,,,Total,,189,220.0,,"3,513.8",,"5,543.8",,"4,728.4",,433.3,,322.6,,"5,765.6",,"23,980.1",,
OH,Western Reserve Transit Authority (WRTA),5024,A,DR,DO,5,9.0,,0.0,,161.3,,141.1,,11.6,,10.4,,20.9,,96.4,,
OH,Western Reserve Transit Authority (WRTA),5024,A,MB,DO,35,48.0,,833.5,,844.5,,833.5,,81.0,,76.0,,"1,153.0",,"4,633.4",,
,,,,Total,,40,57.0,,833.5,,"1,005.8",,974.7,,92.6,,86.4,,"1,173.9",,"4,729.8",,
OK,Central Oklahoma Transportation and Parking Authority (COTPA),6017,B,DR,PT,4,6.0,,0.0,,79.7,,79.7,,4.7,,4.7,,20.8,,91.0,,
OK,Central Oklahoma Transportation and Parking Authority (COTPA),6017,B,DR,DO,14,21.0,,0.0,,503.0,Q,419.4,Q,29.6,Q,24.6,Q,40.8,,306.6,,
OK,Central Oklahoma Transportation and Parking Authority (COTPA),6017,B,MB,PT,7,12.0,,297.2,,342.7,,297.2,,18.2,,16.7,,38.9,,285.3,,
OK,Central Oklahoma Transportation and Parking Authority (COTPA),6017,B,MB,DO,49,78.0,,"2,884.1",,"2,861.2",Q,"2,828.4",,170.5,,169.0,,"2,739.3",,"14,299.7",,
,,,,Total,,74,117.0,,"3,181.3",,"3,786.5",,"3,624.7",,223.0,,215.0,,"2,839.8",,"14,982.6",,
OK,Cleveland Area Rapid Transit (CART),6096,A,DR,DO,9,10.0,,0.0,,175.3,,159.2,,18.3,,17.5,,32.9,,133.9,,
OK,Cleveland Area Rapid Transit (CART),6096,A,MB,DO,14,18.0,,370.7,,381.7,,370.4,,31.4,,30.6,,"1,108.0",Q,"2,459.7",Q,
,,,,Total,,23,28.0,,370.7,,557.0,,529.6,,49.7,,48.1,,"1,140.9",,"2,593.6",,
OK,Metropolitan Tulsa Transit Authority (MTTA),6018,B,DR,PT,84,94.0,,0.0,,"2,186.2",,"1,920.2",Q,125.2,,101.2,,212.4,,"1,467.6",,
OK,Metropolitan Tulsa Transit Authority (MTTA),6018,B,MB,PT,4,4.0,,73.9,,81.5,,73.4,,4.8,Q,4.3,,23.5,,196.6,,
OK,Metropolitan Tulsa Transit Authority (MTTA),6018,B,MB,DO,50,56.0,,"2,573.6",,"2,743.3",Q,"2,728.9",,172.4,Q,172.4,,"2,327.6",,"12,574.2",,
,,,,Total,,138,154.0,,"2,647.5",,"5,011.0",,"4,722.5",,302.5,,278.0,,"2,563.6",,"14,238.3",,
OK,The Lawton Area Transit System (LATS),6094,A,DR,DO,2,3.0,,0.0,,60.7,,53.8,,4.0,,3.6,,9.3,,40.6,,
OK,The Lawton Area Transit System (LATS),6094,A,MB,DO,10,14.0,,553.5,,551.5,,542.3,,37.1,,36.8,,343.0,,"1,862.8",,
,,,,Total,,12,17.0,,553.5,,612.2,,596.1,,41.1,,40.4,,352.3,,"1,903.4",,
OR,"City of Bend, Public Works Department (BAT)",0050,B,DR,PT,15,16.0,,0.0,,203.6,,174.4,,20.9,,18.9,,70.5,,0.0,W,
OR,"City of Bend, Public Works Department (BAT)",0050,B,MB,PT,7,9.0,,196.7,Q,208.4,Q,196.7,Q,19.8,Q,16.7,Q,229.1,,0.0,W,
,,,,Total,,22,25.0,,196.7,,412.0,,371.1,,40.7,,35.6,,299.6,,0.0,W,
OR,Lane Transit District (LTD),0007,B,DR,PT,30,36.0,,0.0,,"1,004.5",,890.1,,82.1,,73.1,,140.9,,"1,072.3",,
OR,Lane Transit District (LTD),0007,B,MB,DO,91,109.0,,"3,613.3",,"3,860.2",,"3,464.0",,301.6,,279.7,,"9,758.0",,"35,667.6",,
OR,Lane Transit District (LTD),0007,B,VP,PT,3,4.0,,0.0,,66.9,,66.9,,1.6,,1.6,,14.5,,650.2,,
,,,,Total,,124,149.0,,"3,613.3",,"4,931.6",,"4,421.0",,385.2,,354.3,,"9,913.5",,"37,390.1",,
OR,Rogue Valley Transportation District (RVTD),0034,B,DR,PT,23,35.0,,0.0,,464.7,,402.7,,34.0,,27.8,,52.2,,194.4,,
OR,Rogue Valley Transportation District (RVTD),0034,B,MB,DO,23,25.0,,590.0,,628.4,,590.0,,42.2,,40.4,,948.7,,"1,802.6",,
,,,,Total,,46,60.0,,590.0,,"1,093.1",,992.7,,76.2,,68.2,,"1,000.9",,"1,997.0",,
OR,Salem Area Mass Transit District (Cherriots),0025,B,DR,PT,180,185.0,,0.0,,"2,410.5",Q,"2,110.2",Q,162.7,Q,140.9,Q,341.2,Q,"3,274.8",Q,
OR,Salem Area Mass Transit District (Cherriots),0025,B,MB,DO,61,73.0,,"2,235.5",,"2,430.1",,"2,235.9",,183.8,,173.9,,"5,215.4",,"15,338.4",,
OR,Salem Area Mass Transit District (Cherriots),0025,B,VP,PT,9,9.0,,0.0,,157.6,,157.6,,3.6,,3.6,,25.2,,"1,166.3",,
,,,,Total,,250,267.0,,"2,235.5",,"4,998.2",,"4,503.7",,350.1,,318.3,,"5,581.7",,"19,779.4",,
OR,South Metro Area Regional Transit (SMART),0046,A,DR,DO,5,14.0,,0.0,,124.1,,117.2,,10.1,,9.6,,20.0,,78.7,,
OR,South Metro Area Regional Transit (SMART),0046,A,MB,DO,10,21.0,,358.0,,406.4,,357.7,,23.3,,22.0,,265.4,,"2,087.8",,
,,,,Total,,15,35.0,,358.0,,530.5,,475.0,,33.4,,31.6,,285.4,,"2,166.5",,
OR,Tri-County Metropolitan Transportation District of Oregon (TriMet),0008,B,DR,PT,268,302.0,,0.0,,"9,374.7",Q,"8,109.4",Q,601.7,Q,533.9,Q,"1,084.1",,"9,684.4",,
OR,Tri-County Metropolitan Transportation District of Oregon (TriMet),0008,B,LR,DO,81,115.0,,"6,576.7",,"6,605.5",,"6,564.4",,433.0,,429.0,,"36,123.8",,"186,540.5",,
OR,Tri-County Metropolitan Transportation District of Oregon (TriMet),0008,B,MB,DO,532,641.0,,"22,622.9",,"26,208.2",,"22,535.5",,"1,979.2",,"1,830.7",,"63,430.1",,"223,265.8",,
,,,,Total,,881,"1,058.0",,"29,199.6",,"42,188.4",,"37,209.3",,"3,013.9",,"2,626.3",,"100,638.0",,"419,490.7",,
PA,Access Transportation Systems (ACCESS),3067,F,DR,PT,390,405.0,,0.0,,"11,088.3",,"11,088.3",,733.3,,733.3,,"1,708.4",,"12,232.5",,
PA,Altoona Metro Transit (AMTRAN),3011,B,DR,DO,1,2.0,,0.0,,4.2,,2.3,,0.4,,0.2,,0.8,,2.5,,
PA,Altoona Metro Transit (AMTRAN),3011,B,DR,PT,12,36.0,,0.0,,55.2,,27.4,,3.8,,2.3,,9.5,,45.6,,
PA,Altoona Metro Transit (AMTRAN),3011,B,MB,DO,25,36.0,,535.5,,562.0,,535.1,,42.3,,40.8,,695.7,,"2,268.1",,
,,,,Total,,38,74.0,,535.5,,621.4,,564.8,,46.5,,43.2,,706.0,,"2,316.2",,
PA,Beaver County Transit Authority (BCTA),3023,A,DR,DO,19,23.0,,0.0,,635.0,,544.2,,40.6,,36.7,,103.2,,949.5,,
PA,Beaver County Transit Authority (BCTA),3023,A,MB,DO,21,27.0,,954.1,,"1,207.0",,954.1,,59.9,,51.5,,671.9,,"7,874.4",,
,,,,Total,,40,50.0,,954.1,,"1,842.0",,"1,498.3",,100.4,,88.2,,775.1,,"8,823.9",,
PA,Berks Area Reading Transportation Authority (BARTA),3024,B,DR,DO,30,37.0,,0.0,,683.3,,616.4,,59.6,,53.2,,150.0,,"1,042.8",,
