State,Name,ID,Org Type,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,,
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,B,DR,DO,82,108.0,,0.0,,"3,403.7",,"2,918.1",,184.9,,170.6,,451.3,,"4,350.7",,
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,B,MB,DO,229,283.0,,"10,656.1",,"13,580.6",,"10,642.6",,717.9,,628.8,,"11,784.4",,"90,039.1",,
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,B,MB,PT,8,9.0,,262.9,,269.3,,260.3,,24.8,,24.1,,239.3,,900.7,Q,
,,,,Total,,356,447.0,,"10,919.0",,"18,277.9",,"14,739.2",,"1,005.2",,888.5,,"12,825.5",,"97,075.6",,
MI,Twin Cities Area Transportation Authority(TCATA),5132,A,DR,DO,16,20.0,,0.0,,439.1,Q,411.3,,33.3,,31.1,,169.4,,814.7,Q,
MI,Twin Cities Area Transportation Authority(TCATA),5132,A,MB,DO,2,3.0,,53.9,,53.9,,53.6,,3.9,Q,3.9,Q,24.0,,122.7,Q,
,,,,Total,,18,23.0,,53.9,,493.0,,464.9,,37.2,,35.0,,193.4,,937.4,,
MI,University of Michigan Parking and Transportation Services(UMTS),5158,B,MB,DO,34,56.0,,956.8,,"1,081.5",,953.4,,110.8,,101.0,,"5,846.1",,"12,641.4",,
MN,City of Rochester Public Transportation,5092,B,DR,PT,4,4.0,,0.0,,187.7,,181.8,,12.4,,12.3,,39.9,,295.0,,
MN,City of Rochester Public Transportation,5092,B,MB,PT,27,38.0,,954.2,,"1,078.9",,981.9,,73.8,,62.7,,"1,727.6",,"6,344.3",,
,,,,Total,,31,42.0,,954.2,,"1,266.6",,"1,163.6",,86.3,,75.0,,"1,767.5",,"6,639.3",,
MN,Duluth Transit Authority(DTA),5025,B,DR,PT,4,9.0,,0.0,,188.1,,184.1,,17.0,,16.6,,24.5,,129.4,,
MN,Duluth Transit Authority(DTA),5025,B,MB,DO,46,73.0,,"1,806.1",,"1,890.8",Q,"1,766.0",Q,140.6,Q,131.3,Q,"3,219.8",,"13,664.7",,
,,,,Total,,50,82.0,,"1,806.1",,"2,078.9",,"1,950.1",,157.6,,148.0,,"3,244.3",,"13,794.1",,
MN,Metro Mobility,5155,B,DR,PT,265,278.0,,0.0,,"11,798.7",,"9,932.9",,698.5,,591.5,,"1,220.8",,"13,452.1",,
MN,Metro Transit,5027,A,LR,DO,27,27.0,,"1,987.3",,"2,024.5",,"1,969.9",,140.2,,134.8,,"10,221.7",,"61,059.2",,
MN,Metro Transit,5027,A,MB,DO,747,884.0,,"23,229.9",,"29,080.9",,"23,279.4",,"2,248.4",,"1,986.9",,"71,614.1",,"319,189.3",,
,,,,Total,,774,911.0,,"25,217.3",,"31,105.4",,"25,249.4",,"2,388.6",,"2,056.3",,"81,835.7",,"380,248.5",,
MN,Metropolitan Council,5154,E,DR,PT,150,191.0,,0.0,,"4,310.3",,"3,759.6",,286.3,,256.6,,736.7,,"6,425.9",Q,
MN,Metropolitan Council,5154,E,MB,PT,275,376.0,,"7,409.6",,"11,318.2",,"7,401.4",,564.2,,401.9,,"10,796.2",,"82,377.7",Q,
MN,Metropolitan Council,5154,E,VP,PT,71,74.0,,0.0,,"1,247.6",,"1,247.6",,29.7,,29.7,,209.8,,"7,710.5",Q,
,,,,Total,,496,641.0,,"7,409.6",,"16,876.1",,"12,408.6",,880.2,,688.3,,"11,742.7",,"96,514.1",,
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,A,DR,DO,16,21.0,,0.0,,528.1,,492.2,,40.7,,38.2,,136.6,,636.5,,
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,A,MB,DO,26,30.0,,"1,073.2",,"1,113.4",,"1,069.9",,82.8,,75.9,,"2,186.9",,"7,958.4",,
,,,,Total,,42,51.0,,"1,073.2",,"1,641.5",,"1,562.1",,123.5,,114.1,,"2,323.4",,"8,595.0",,
MO,Bi-State Development Agency(METRO),7006,A,DR,DO,104,118.0,,0.0,,"5,643.7",,"4,908.3",,368.1,,307.4,,699.8,,"6,847.8",,
MO,Bi-State Development Agency(METRO),7006,A,LR,DO,56,87.0,,"6,727.9",,"6,765.5",,"6,716.9",,285.1,,281.0,,"19,696.1",,"143,815.9",,
MO,Bi-State Development Agency(METRO),7006,A,MB,DO,334,393.0,,"17,529.4",,"19,798.7",,"17,518.3",,"1,392.1",,"1,299.5",,"33,279.9",,"136,173.3",,
,,,,Total,,494,598.0,,"24,257.2",,"32,207.8",,"29,143.5",,"2,045.2",,"1,748.3",,"53,675.8",,"286,837.0",,
MO,City Utilities of Springfield (The Bus),7003,A,DR,DO,4,5.0,,0.0,,131.7,,120.4,,8.8,,7.9,,16.1,,120.4,,
MO,City Utilities of Springfield (The Bus),7003,A,MB,DO,21,25.0,,"1,068.7",,"1,068.3",,"1,066.3",,75.8,,74.1,,"1,669.0",,"6,599.8",,
,,,,Total,,25,30.0,,"1,068.7",,"1,200.0",,"1,186.7",,84.6,,82.0,,"1,685.1",,"6,720.2",,
MO,City of Jefferson(JEFFTRAN),7043,A,DR,DO,7,9.0,,0.0,,219.1,,195.3,,15.0,,13.6,,49.3,,301.4,Q,
MO,City of Jefferson(JEFFTRAN),7043,A,MB,DO,14,18.0,,380.1,,380.3,,376.2,,25.5,,25.3,,400.1,,925.0,Q,
,,,,Total,,21,27.0,,380.1,,599.4,,571.5,,40.5,,38.9,,449.4,,"1,226.4",,
MO,Columbia Transit(CT),7016,A,DR,DO,5,9.0,,0.0,,168.0,,90.3,,17.1,,12.5,,32.9,Q,106.9,Q,
MO,Columbia Transit(CT),7016,A,MB,DO,20,29.0,,606.1,,640.7,,606.1,,68.4,,63.9,,"1,829.6",,"3,923.5",Q,
,,,,Total,,25,38.0,,606.1,,808.7,,696.4,,85.5,,76.4,,"1,862.5",,"4,030.4",,
MO,Kansas City Area Transportation Authority(KCATA),7005,B,DR,DO,22,54.0,,0.0,,925.5,,774.9,,59.3,,51.5,,209.8,,"1,484.2",,
MO,Kansas City Area Transportation Authority(KCATA),7005,B,DR,PT,124,130.0,,0.0,,"3,690.6",,"1,941.2",,226.8,,87.1,,298.6,,"2,284.1",,
MO,Kansas City Area Transportation Authority(KCATA),7005,B,MB,DO,216,250.0,,"8,698.3",,"9,944.5",,"8,700.3",,699.3,,645.9,,"16,616.6",,"62,134.5",,
MO,Kansas City Area Transportation Authority(KCATA),7005,B,VP,DO,30,37.0,,0.0,,505.0,,505.0,,12.4,,12.4,,69.7,,"2,520.7",,
,,,,Total,,392,471.0,,"8,698.3",,"15,065.5",,"11,921.4",,997.8,,797.0,,"17,194.8",,"68,423.4",,
MO,St. Joseph Transit(The Ride),7032,A,MB,DO,17,20.0,,640.2,,790.5,,771.1,,72.0,,69.8,,362.0,,"1,699.8",,
MS,City of Jackson Transit System (JATRAN),4015,A,DR,DO,10,12.0,,0.0,,251.6,,246.0,,23.4,,22.8,,30.1,,311.9,,
MS,City of Jackson Transit System (JATRAN),4015,A,MB,DO,27,28.0,,950.8,,"1,002.5",,953.4,,63.9,,60.8,,567.2,Q,"2,099.8",,
,,,,Total,,37,40.0,,950.8,,"1,254.1",,"1,199.3",,87.3,,83.6,,597.3,,"2,411.8",,
MS,Coast Transit Authority(CTA),4014,B,DR,DO,10,15.0,,0.0,,238.1,,229.7,,23.7,,23.2,,43.3,,"1,026.7",,
MS,Coast Transit Authority(CTA),4014,B,MB,DO,13,18.0,,788.4,,818.4,,772.2,,65.8,,59.8,,617.7,,"4,429.2",,
MS,Coast Transit Authority(CTA),4014,B,VP,PT,25,29.0,,0.0,,333.3,,333.3,,6.3,,6.3,,61.4,,"3,041.9",,
,,,,Total,,48,62.0,,788.4,,"1,389.7",,"1,335.2",,95.8,,89.3,,722.5,,"8,497.8",,
MT,Billings Metropolitan Transit(Billings MET Transit ),8004,A,DR,DO,11,15.0,,0.0,,222.5,,195.4,Q,18.6,,16.9,,62.3,,339.0,,
MT,Billings Metropolitan Transit(Billings MET Transit ),8004,A,MB,DO,20,23.0,,582.6,,631.3,,582.3,,40.0,,38.2,,657.8,,"2,437.8",,
,,,,Total,,31,38.0,,582.6,,853.8,,777.6,,58.6,,55.1,,720.0,,"2,776.8",,
MT,Great Falls Transit District(GFTD),8012,A,DR,DO,6,9.0,,0.0,,153.6,,150.8,,13.2,,13.0,,30.2,,82.1,,
MT,Great Falls Transit District(GFTD),8012,A,MB,DO,13,20.0,,435.7,,460.7,,440.8,,35.4,,33.7,,408.0,,856.8,,
,,,,Total,,19,29.0,,435.7,,614.3,,591.6,,48.6,,46.7,,438.2,,938.9,,
MT,Missoula Urban Transportation District(Mountain Line),8009,A,DR,DO,5,8.0,,0.0,,91.5,,87.7,,7.5,,7.0,,16.0,,53.3,,
MT,Missoula Urban Transportation District(Mountain Line),8009,A,MB,DO,17,21.0,,635.9,,627.8,,622.8,,43.0,,42.7,,796.5,,"2,755.7",,
,,,,Total,,22,29.0,,635.9,,719.3,,710.5,,50.6,,49.7,,812.5,,"2,809.1",,
NC,Asheville Transit System(ATS),4005,B,DR,PT,6,38.0,,0.0,,203.5,,203.5,,11.1,,11.1,,25.3,,237.7,,
NC,Asheville Transit System(ATS),4005,B,MB,DO,16,20.0,,917.6,,933.9,,914.7,,72.9,,71.9,,"1,489.1",,"6,001.0",,
,,,,Total,,22,58.0,,917.6,,"1,137.4",,"1,118.1",,84.1,,83.0,,"1,514.4",,"6,238.7",,
NC,Cape Fear Public Transportation Authority(Wave),4006,A,DR,DO,21,24.0,,0.0,,617.4,,500.9,,40.0,,36.6,,66.7,,621.8,,
NC,Cape Fear Public Transportation Authority(Wave),4006,A,MB,DO,28,39.0,,"1,556.8",,"1,590.8",,"1,511.6",,101.1,,96.3,,"1,454.4",,"4,057.8",,
,,,,Total,,49,63.0,,"1,556.8",,"2,208.2",,"2,012.5",,141.0,,132.9,,"1,521.1",,"4,679.6",,
NC,Capital Area Transit(CAT),4007,A,MB,DO,58,92.0,,"2,540.8",,"2,732.2",,"2,509.9",,211.2,,198.3,,"4,567.7",,"17,808.0",,
NC,Chapel Hill Transit(CHT),4051,A,DR,DO,15,22.0,,0.0,,463.4,Q,386.5,Q,36.7,,27.5,,70.5,,318.5,,
NC,Chapel Hill Transit(CHT),4051,A,MB,DO,79,99.0,,"1,864.2",,"2,185.4",,"1,900.8",,179.5,,163.7,,"6,328.2",,"16,140.2",,
,,,,Total,,94,121.0,,"1,864.2",,"2,648.8",,"2,287.4",,216.1,,191.2,,"6,398.8",,"16,458.7",,
NC,Charlotte Area Transit System(CATS),4008,A,DR,DO,77,84.0,,0.0,,"2,754.3",Q,"2,406.5",Q,176.1,Q,135.2,Q,260.7,,"2,337.8",,
NC,Charlotte Area Transit System(CATS),4008,A,LR,DO,19,19.0,,479.0,,483.0,,479.0,,30.8,,30.6,,"2,262.6",,"13,064.9",,
NC,Charlotte Area Transit System(CATS),4008,A,MB,DO,272,342.0,,"11,729.1",,"13,523.6",,"11,725.5",,899.9,,819.5,,"19,896.8",,"98,307.8",,
NC,Charlotte Area Transit System(CATS),4008,A,VP,DO,95,101.0,,0.0,,"2,052.8",,"2,052.8",,38.8,,38.8,,300.8,,"14,214.0",,
,,,,Total,,463,546.0,,"12,208.0",,"18,813.8",,"16,663.8",,"1,145.6",,"1,014.8",,"22,720.9",,"127,924.5",,
NC,Durham Area Transit Authority(DATA),4087,B,DR,PT,34,41.0,,0.0,,"1,308.0",Q,"1,187.6",Q,72.4,Q,67.8,Q,141.8,Q,"1,155.2",Q,
NC,Durham Area Transit Authority(DATA),4087,B,MB,PT,37,48.0,,"2,294.5",,"2,441.1",,"2,292.6",,178.4,,172.5,,"4,872.9",,"19,010.4",,
,,,,Total,,71,89.0,,"2,294.5",,"3,749.1",,"3,480.2",,250.7,,240.3,,"5,014.8",,"20,165.5",,
NC,Fayetteville Area System of Transit(FAST),4009,A,DR,DO,10,11.0,,0.0,,328.5,Q,279.4,Q,20.4,Q,17.4,Q,38.3,,394.4,,
NC,Fayetteville Area System of Transit(FAST),4009,A,MB,DO,16,26.0,,927.4,,964.5,,908.2,,57.0,,55.3,,890.3,,"2,781.9",,
,,,,Total,,26,37.0,,927.4,,"1,293.0",,"1,187.5",,77.4,,72.7,,928.6,,"3,176.3",,
NC,Greensboro Transit Authority(GTA),4093,B,DR,PT,30,33.0,,0.0,,"1,464.7",,"1,394.4",,85.8,,81.6,,189.2,,"1,489.0",,
NC,Greensboro Transit Authority(GTA),4093,B,MB,PT,42,54.0,,"2,166.1",,"2,201.2",,"2,166.1",,155.3,,151.9,,"3,744.1",,"14,339.9",,
,,,,Total,,72,87.0,,"2,166.1",,"3,665.9",,"3,560.5",,241.1,,233.5,,"3,933.3",,"15,829.0",,
NC,Guildford County Transportation(GCTAMS),4133,B,DR,PT,46,50.0,,0.0,,"2,324.6",,"2,004.5",,153.6,,133.1,,149.5,,"2,529.6",,
NC,High Point Transit(Hi tran),4011,B,DR,DO,3,4.0,,0.0,,79.1,Q,74.3,Q,6.5,Q,5.4,Q,21.6,Q,136.0,Q,
NC,High Point Transit(Hi tran),4011,B,DR,PT,2,3.0,,0.0,,99.6,Q,88.7,Q,6.3,Q,5.8,Q,17.6,Q,134.0,Q,
NC,High Point Transit(Hi tran),4011,B,MB,DO,11,16.0,,398.4,,411.3,Q,403.9,Q,30.4,Q,29.8,Q,771.1,Q,"1,850.6",Q,
,,,,Total,,16,23.0,,398.4,,590.0,,566.9,,43.2,,41.0,,810.3,,"2,120.6",,
NC,North Carolina State University Transportation Department(NCSU),4147,B,MB,PT,23,29.0,,581.9,,638.2,,581.9,,55.9,,54.1,,"1,868.8",Q,"3,498.4",Q,
NC,Research Triangle Regional Public Transportation Authority(TTA),4108,A,DR,DO,6,8.0,,0.0,,268.6,,199.9,,10.8,,7.2,Q,17.2,,383.3,,
NC,Research Triangle Regional Public Transportation Authority(TTA),4108,A,MB,DO,47,62.0,,"2,014.7",,"2,527.0",,"1,997.4",,121.0,,92.0,,939.3,,"10,586.9",,
NC,Research Triangle Regional Public Transportation Authority(TTA),4108,A,VP,DO,70,75.0,,0.0,,"1,069.0",,"1,069.0",,26.6,,26.6,,469.9,,"13,975.9",,
,,,,Total,,123,145.0,,"2,014.7",,"3,864.6",,"3,266.4",,158.4,,125.9,,"1,426.3",,"24,946.2",,
NC,Town of Cary(CTRAN),4143,B,DR,PT,17,18.0,,0.0,,525.6,,437.1,,28.6,,23.4,,41.7,,380.7,,
NC,Town of Cary(CTRAN),4143,B,MB,PT,6,7.0,,378.2,,413.5,,378.2,,23.6,,22.9,,82.8,,526.0,,
,,,,Total,,23,25.0,,378.2,,939.2,,815.3,,52.2,,46.3,,124.6,,906.6,,
NC,Winston-Salem Transit Authority - Trans-Aid of Forsyth County(WSTA),4012,A,DR,DO,19,23.0,,0.0,,680.6,,600.5,,47.2,,43.3,,133.3,,587.2,,
NC,Winston-Salem Transit Authority - Trans-Aid of Forsyth County(WSTA),4012,A,MB,DO,32,49.0,,"1,323.8",,"1,370.4",,"1,333.8",,116.9,,114.6,,"2,773.2",,"5,694.3",,
,,,,Total,,51,72.0,,"1,323.8",,"2,051.0",,"1,934.3",,164.0,,158.0,,"2,906.5",,"6,281.5",,
ND,Bis-Man Transit Board(CAT),8019,B,DR,PT,25,27.0,,0.0,,702.7,Q,685.2,Q,56.5,Q,54.0,Q,182.5,,720.7,,
ND,Bis-Man Transit Board(CAT),8019,B,MB,PT,7,9.0,,321.2,,322.2,Q,305.0,Q,23.9,Q,23.0,Q,136.9,,424.7,Q,
,,,,Total,,32,36.0,,321.2,,"1,024.9",,990.2,,80.4,,77.0,,319.4,,"1,145.4",,
ND,Cities Area Transit(CAT),8008,B,DR,PT,11,11.0,,0.0,,247.1,Q,233.8,Q,37.3,Q,35.9,Q,60.1,,180.7,,
ND,Cities Area Transit(CAT),8008,B,MB,DO,8,10.0,,374.7,,395.0,,374.7,,26.9,,25.0,,298.6,,"1,184.7",,
,,,,Total,,19,21.0,,374.7,,642.2,,608.5,,64.2,,60.9,,358.7,,"1,365.5",,
NE,StarTran,7001,B,DR,PT,6,11.0,,0.0,,148.1,,118.7,,8.5,,5.6,,20.2,,120.2,,
NE,StarTran,7001,B,DR,DO,7,9.0,,0.0,,238.6,,234.8,,16.2,,15.6,,36.1,,204.2,,
NE,StarTran,7001,B,MB,DO,51,60.0,,"1,438.5",,"1,554.6",,"1,480.3",,115.8,,110.7,,"1,919.4",,"5,675.6",,
,,,,Total,,64,80.0,,"1,438.5",,"1,941.3",,"1,833.9",,140.5,,132.0,,"1,975.7",,"5,999.9",,
NE,Transit Authority of Omaha(MAT),7002,A,DR,DO,15,29.0,,0.0,,553.6,,501.6,,37.8,,34.7,,66.8,,345.8,,
NE,Transit Authority of Omaha(MAT),7002,A,MB,DO,128,136.0,,"4,002.8",,"4,013.9",,"3,996.0",,287.7,,286.6,,"4,091.7",,"17,444.9",,
,,,,Total,,143,165.0,,"4,002.8",,"4,567.5",,"4,497.7",,325.5,,321.3,,"4,158.6",,"17,790.7",,
NH,Cooperative Alliance for Seacoast Transportation(COAST),1086,B,DR,DO,2,5.0,,0.0,,35.1,,16.9,,1.8,,1.0,,1.8,,11.9,,
NH,Cooperative Alliance for Seacoast Transportation(COAST),1086,B,MB,DO,11,19.0,,425.6,,495.4,,425.1,,31.1,,28.6,,373.9,,"2,907.8",,
NH,Cooperative Alliance for Seacoast Transportation(COAST),1086,B,MB,PT,4,6.0,,41.2,,70.7,,41.2,,5.3,,3.9,,23.6,,186.0,,
,,,,Total,,17,30.0,,466.9,,601.2,,483.3,,38.2,,33.5,,399.3,,"3,105.6",,
NH,Manchester Transit Authority(MTA),1002,A,DR,DO,4,5.0,,0.0,,69.6,,60.3,,8.0,,7.2,,12.1,,47.4,,
NH,Manchester Transit Authority(MTA),1002,A,MB,DO,13,16.0,,474.5,,476.9,,468.7,,44.1,,41.5,,475.3,,"1,193.9",,
,,,,Total,,17,21.0,,474.5,,546.5,,529.0,,52.1,,48.7,,487.4,,"1,241.3",,
NH,Nashua Transit System(NTS),1087,A,DR,DO,9,12.0,,0.0,,190.8,,172.3,,15.6,,14.5,,35.0,,227.7,,
NH,Nashua Transit System(NTS),1087,A,MB,DO,6,8.0,,328.3,,315.6,,304.3,,22.9,,22.1,,381.1,,"1,897.7",,
,,,,Total,,15,20.0,,328.3,,506.5,,476.6,,38.5,,36.6,,416.1,,"2,125.5",,
NJ,"Academy Lines, Inc.",2122,E,MB,DO,239,267.0,,"8,036.7",,"9,068.7",,"7,957.2",,350.2,,318.3,,"3,871.5",,"244,227.5",,
NJ,"Community Transit, Inc. (Community Transit)",2160,D,MB,DO,21,23.0,,987.2,,"1,183.3",,926.6,,76.8,,68.8,,624.4,,"15,291.3",,
NJ,DeCamp Bus Lines,2161,D,MB,DO,56,78.0,,"1,711.0",,"2,227.2",,"1,670.4",,118.6,,97.1,,"2,299.8",,"45,478.7",,
NJ,"Hudson Transit Lines, Inc.(Short Line)",2126,E,MB,DO,158,178.0,,"8,518.7",,"8,857.9",,"8,511.9",,199.2,,191.8,,"3,635.4",,"194,051.8",,
NJ,"Lakeland Bus Lines, Inc.",2163,E,MB,DO,59,68.0,,"2,962.0",,"3,416.3",,"2,910.2",,97.4,,86.4,,"1,910.7",,"49,359.9",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,B,CR,DO,944,"1,198.0",,"61,824.5",,"65,885.1",,"61,491.7",,"2,227.5",,"2,099.2",,"84,508.3",,"2,343,405.3",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,B,DR,PT,434,437.0,,0.0,,"13,313.8",,"10,945.1",,785.6,,660.3,,"1,278.9",,"7,916.0",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,B,LR,DO,17,21.0,,704.9,,680.0,,670.3,,72.8,,68.8,,"6,196.9",,"14,075.6",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,B,LR,PT,59,72.0,,"3,515.3",,"3,434.0",,"3,434.0",,226.7,,226.7,,"15,134.5",,"82,953.9",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,B,MB,PT,340,377.0,,"10,757.0",,"11,931.2",,"10,705.8",,831.9,,781.8,,"15,213.8",,"64,311.9",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,B,MB,DO,"1,801","2,120.0",,"69,380.3",,"88,876.1",,"69,385.6",,"5,666.1",,"4,764.4",,"154,068.1",,"987,386.8",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,B,VP,PT,178,182.0,,0.0,,"3,915.3",,"3,915.3",,98.3,,98.3,,753.2,,"26,681.0",,
,,,,Total,,"3,773","4,407.0",,"146,182.0",,"188,035.5",,"160,547.8",,"9,908.9",,"6,867.1",,"277,153.8",,"3,526,730.5",,
NJ,New Jersey Transit Corporation-45(NJTC-45),2132,E,MB,DO,37,46.0,,940.7,,969.9,,935.3,,55.6,,53.6,,"3,493.2",,"6,647.8",,
NJ,"Olympia Trails Bus Company, Inc.(Coach USA)",2165,D,MB,DO,16,29.0,,"1,094.7",,"1,082.7",,"1,063.3",,78.0,,76.6,,677.9,,"12,531.0",,
NJ,"Orange-Newark-Elizabeth, Inc.(Coach USA)",2166,D,MB,DO,58,67.0,,"2,513.8",,"2,668.6",,"2,501.2",,269.9,,257.1,,"12,227.8",,"38,802.7",,
NJ,Port Authority Trans-Hudson Corporation(PATH),2098,B,FB,PT,8,8.0,,173.4,,173.4,,173.4,,21.4,,21.4,,"1,793.0",,"4,873.6",,
NJ,Port Authority Trans-Hudson Corporation(PATH),2098,B,HR,DO,266,326.0,,"12,962.9",,"12,849.1",,"12,194.4",,852.1,,661.6,,"83,612.3",,"358,256.7",,
,,,,Total,,274,334.0,,"13,136.3",,"13,022.5",,"12,367.8",,873.6,,115.9,,"85,405.2",,"363,130.3",,
NJ,Port Authority Transit Corporation(PATCO),2075,A,HR,DO,84,103.0,,"4,262.3",,"4,469.7",,"4,236.9",,154.1,,146.1,,"10,337.9",,"93,480.3",,
NJ,Port Imperial Ferry Corporation dba NY Waterway,2190,E,FB,DO,13,16.0,,435.9,,435.9,,435.9,,35.8,,35.8,,"4,502.2",,"18,263.3",,
NJ,"Rockland Coaches, Inc.",2149,D,MB,DO,88,113.0,,"4,222.3",,"5,188.1",,"4,173.1",,230.6,,177.3,,"3,898.0",,"73,749.7",,
NJ,Suburban Transit Corporation(Coach USA),2128,E,MB,DO,98,119.0,,"5,809.6",,"6,041.5",,"5,797.2",,286.0,,277.8,,"3,534.1",,"120,039.8",,
NJ,Trans-Hudson Express,2168,D,MB,DO,35,40.0,,"1,232.8",,"1,273.2",,"1,221.6",,127.6,,124.4,,"4,582.8",,"27,303.7",,
NM,ABQ Ride,6019,A,DR,DO,50,71.0,,0.0,,"2,060.0",,"1,784.7",,116.3,,100.6,,192.5,,"2,072.5",,
NM,ABQ Ride,6019,A,MB,DO,123,152.0,,"5,036.3",,"6,121.1",,"5,068.2",,412.8,,378.6,,"10,402.9",,"34,849.8",,
,,,,Total,,173,223.0,,"5,036.3",,"8,181.0",,"6,852.9",,529.1,,479.2,,"10,595.4",,"36,922.3",,
NM,Las Cruces Area Transit(RoadRUNNER),6049,A,DR,DO,12,16.0,,0.0,,242.4,,222.3,,26.2,,23.5,,58.0,,226.7,Q,
NM,Las Cruces Area Transit(RoadRUNNER),6049,A,MB,DO,11,17.0,,443.5,,456.2,,442.2,,36.8,,36.0,,671.7,,"2,068.9",Q,
,,,,Total,,23,33.0,,443.5,,698.6,,664.5,,62.9,,59.5,,729.8,,"2,295.7",,
NM,Santa Fe Trails - City of Santa Fe(SFT),6077,A,DR,DO,14,18.0,,0.0,,317.0,,282.7,,28.4,,21.8,,42.5,,168.4,,
NM,Santa Fe Trails - City of Santa Fe(SFT),6077,A,MB,DO,23,31.0,,869.6,,911.8,,868.3,,81.6,,78.3,,680.0,,"2,317.4",Q,
,,,,Total,,37,49.0,,869.6,,"1,228.8",,"1,151.0",,110.0,,100.1,,722.5,,"2,485.7",,
NV,Regional Transportation Commission of Southern Nevada(RTC),9045,B,DR,PT,226,290.0,,0.0,,"9,029.1",,"7,569.0",,640.6,,505.1,,972.0,,"10,490.8",,
NV,Regional Transportation Commission of Southern Nevada(RTC),9045,B,MB,PT,251,379.0,,"16,688.2",,"18,426.3",,"16,633.4",,"1,605.3",,"1,522.5",,"65,196.1",,"218,426.1",,
,,,,Total,,477,669.0,,"16,688.2",,"27,455.4",,"24,202.4",,"2,245.8",,"2,027.6",,"66,168.2",,"228,916.8",,
NV,Regional Transportation Commission of Washoe County(RTC),9001,B,DR,PT,51,57.0,,0.0,,"1,569.9",,"1,469.7",,103.3,,94.6,,242.3,,"1,741.9",,
NV,Regional Transportation Commission of Washoe County(RTC),9001,B,MB,DO,60,73.0,,"3,613.7",,"3,783.9",,"3,610.0",,295.2,,288.4,,"9,056.5",,"28,780.0",,
,,,,Total,,111,130.0,,"3,613.7",,"5,353.8",,"5,079.7",,398.5,,382.9,,"9,298.8",,"30,521.9",,
NY,"Adirondack Transit Lines, Inc,(Adirondack Trailways)",2177,E,MB,DO,24,34.0,,"2,203.7",,"2,430.7",Q,"2,286.2",Q,48.1,Q,45.2,Q,544.2,,"42,782.5",,
NY,"Atlantic Paratrans of NYC, Inc.(API)",2159,D,DR,DO,221,245.0,,0.0,,"7,725.0",,"7,189.7",,693.5,,678.5,,692.8,,"7,244.3",,
NY,"BillyBey Ferry Company, LLC",2189,E,FB,DO,5,9.0,,258.5,,258.5,,258.5,,17.6,,17.6,,"1,583.0",,"4,206.3",,
NY,Broome County Department of Public Transportation(Broome County),2003,B,DR,DO,6,8.0,,0.0,,307.9,,259.0,,16.6,,14.8,,32.4,,604.2,,
NY,Broome County Department of Public Transportation(Broome County),2003,B,DR,PT,10,12.0,,0.0,,433.4,,386.6,,29.2,,27.7,,80.9,,480.6,,
NY,Broome County Department of Public Transportation(Broome County),2003,B,MB,DO,38,43.0,,"1,396.0",,"1,448.9",,"1,396.6",,120.0,,115.9,,"3,141.9",,"12,361.1",,
,,,,Total,,54,63.0,,"1,396.0",,"2,190.2",,"2,042.2",,165.8,,158.3,,"3,255.2",,"13,446.0",,
NY,"CNY Centro, Inc. (CNY Centro )",2018,B,DR,PT,20,24.0,,0.0,,604.6,,495.7,,48.2,,41.0,,71.8,,489.2,,
NY,"CNY Centro, Inc. (CNY Centro )",2018,B,DR,DO,16,23.0,,0.0,,510.4,,458.2,,37.7,,34.1,,71.9,,434.6,,
NY,"CNY Centro, Inc. (CNY Centro )",2018,B,MB,DO,130,165.0,,"3,674.5",,"4,092.1",,"3,765.2",,347.6,,317.5,,"11,747.6",,"34,754.0",,
,,,,Total,,166,212.0,,"3,674.5",,"5,207.1",,"4,719.1",,433.5,,392.6,,"11,891.4",,"35,677.8",,
NY,Capital District Transportation Authority(CDTA),2002,B,DR,PT,22,26.0,,0.0,,763.6,,677.5,,62.9,,59.5,,88.2,,735.4,,
NY,Capital District Transportation Authority(CDTA),2002,B,DR,DO,28,32.0,,0.0,,"1,118.6",,952.8,,67.0,,57.2,,104.4,,844.0,,
NY,Capital District Transportation Authority(CDTA),2002,B,MB,DO,197,244.0,,"6,913.2",,"7,813.9",,"6,910.0",,641.6,,597.6,,"13,532.1",,"42,005.7",,
NY,Capital District Transportation Authority(CDTA),2002,B,MB,PT,12,13.0,,384.9,,552.4,,380.7,,19.5,,13.5,,178.2,,"4,977.8",,
,,,,Total,,259,315.0,,"7,298.1",,"10,248.5",,"8,921.0",,791.1,,727.8,,"13,903.0",,"48,563.0",,
