State,Name,ID,Org Type,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,,
CA,Long Beach Transit(LBT),9023,B,DR,PT,16,19.0,,0.0,,271.3,,271.3,,11.8,,11.8,,56.9,,303.0,,
CA,Long Beach Transit(LBT),9023,B,MB,DO,180,228.0,,"6,973.3",,"7,664.8",,"6,966.3",,710.3,,676.0,,"28,228.4",,"82,632.3",,
,,,,Total,,196,247.0,,"6,973.3",,"7,936.1",,"7,237.6",,722.1,,687.8,,"28,285.3",,"82,935.3",,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,HR,DO,70,104.0,,"6,034.1",,"6,200.7",,"6,003.5",,287.8,,265.1,,"43,584.6",,"217,965.0",,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,LR,DO,102,124.0,,"8,928.6",,"8,940.4",,"8,812.5",,396.0,,375.4,,"43,122.6",,"306,848.4",,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,MB,DO,"2,085","2,460.0",,"85,105.7",,"99,732.9",,"83,530.0",,"7,811.1",,"7,097.6",,"374,023.9",,"1,415,965.5",,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,MB,PT,149,185.0,,"6,786.3",,"8,222.6",,"6,751.7",,549.6,,501.3,,"13,496.5",,"48,182.5",,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,VP,PT,615,725.0,,0.0,,"13,065.2",,"13,065.2",,282.8,,282.8,,"1,804.2",,"90,702.4",,
,,,,Total,,"3,021","3,598.0",,"106,854.7",,"136,161.9",,"118,162.9",,"9,327.3",,"8,106.1",,"476,031.8",,"2,079,663.9",,
CA,Merced County Transit(The Bus),9173,B,DR,PT,16,39.0,,0.0,,596.1,,561.5,,37.4,,35.0,,138.9,,"1,148.8",,
CA,Merced County Transit(The Bus),9173,B,MB,PT,26,45.0,,"1,405.1",,"1,431.8",,"1,392.5",,77.2,,75.3,,"1,275.6",,"2,568.3",,
,,,,Total,,42,84.0,,"1,405.1",,"2,027.8",,"1,954.0",,114.6,,110.3,,"1,414.5",,"3,717.1",,
CA,Modesto Area Express(MAX),9007,B,DR,PT,11,17.0,,0.0,,507.1,,507.1,,38.5,,38.5,,108.3,,736.1,,
CA,Modesto Area Express(MAX),9007,B,MB,PT,39,56.0,,"1,767.5",,"1,831.7",,"1,764.7",,140.8,,136.5,,"3,699.8",,"12,606.2",,
,,,,Total,,50,73.0,,"1,767.5",,"2,338.8",,"2,271.8",,179.4,,175.1,,"3,808.1",,"13,342.3",,
CA,Montebello Bus Lines(MBL),9041,B,DR,PT,10,15.0,,0.0,,81.9,,81.9,,5.7,,5.7,,33.8,,91.1,,
CA,Montebello Bus Lines(MBL),9041,B,MB,PT,5,7.0,,53.1,,80.8,,41.3,,4.8,,3.0,,102.9,,288.4,,
CA,Montebello Bus Lines(MBL),9041,B,MB,DO,56,70.0,,"2,793.2",,"2,841.9",,"2,734.5",,253.2,,246.5,,"9,714.8",,"32,100.5",,
,,,,Total,,71,92.0,,"2,846.3",,"3,004.6",,"2,857.7",,263.7,,255.1,,"9,851.4",,"32,480.0",,
CA,Monterey-Salinas Transit(MST),9062,B,DR,PT,22,24.0,,0.0,,"1,049.2",Q,840.2,Q,54.1,,46.5,,88.0,Q,"1,453.9",Q,
CA,Monterey-Salinas Transit(MST),9062,B,MB,PT,19,21.0,,677.9,,819.8,Q,676.8,Q,55.3,,44.6,,443.8,Q,"2,782.7",Q,
CA,Monterey-Salinas Transit(MST),9062,B,MB,DO,56,76.0,,"2,761.7",,"2,922.7",Q,"2,759.1",Q,184.5,Q,173.7,Q,"4,211.8",Q,"27,898.7",,
,,,,Total,,97,121.0,,"3,439.6",,"4,791.7",,"4,276.0",,293.8,,264.9,,"4,743.6",,"32,135.3",,
CA,Napa County Transportation Planning Agency(NCTPA),9088,B,DR,PT,14,16.0,,0.0,,211.4,,173.3,,20.3,,16.7,,39.9,,297.1,,
CA,Napa County Transportation Planning Agency(NCTPA),9088,B,MB,PT,26,30.0,,913.9,,855.9,Q,841.7,Q,73.4,Q,71.1,Q,760.4,Q,"2,653.4",Q,
,,,,Total,,40,46.0,,913.9,,"1,067.3",,"1,015.1",,93.7,,87.8,,800.4,,"2,950.5",,
CA,North County Transit District(NCTD),9030,B,CR,PT,26,35.0,,"1,275.8",,"1,345.7",,"1,284.4",,36.4,,31.3,,"1,686.0",,"48,316.4",,
CA,North County Transit District(NCTD),9030,B,DR,PT,39,46.0,,0.0,,"1,398.1",,"1,200.4",,77.3,,69.1,,189.0,,"1,783.1",,
CA,North County Transit District(NCTD),9030,B,LR,PT,4,12.0,,147.5,,155.3,,152.6,,6.9,,6.8,,718.0,,"7,466.8",,
CA,North County Transit District(NCTD),9030,B,MB,DO,138,165.0,,"6,595.8",,"7,200.0",,"6,650.3",,499.9,,475.8,,"9,744.6",,"46,422.7",,
,,,,Total,,207,258.0,,"8,019.1",,"10,099.2",,"9,287.7",,620.5,,557.4,,"12,337.5",,"103,989.0",,
CA,Norwalk Transit System(NTS),9022,B,DR,PT,2,4.0,,0.0,,9.8,,9.8,,0.6,,0.6,,3.2,,11.8,,
CA,Norwalk Transit System(NTS),9022,B,DR,DO,12,19.0,,0.0,,219.0,,185.1,,19.1,,16.4,,72.7,,218.5,,
CA,Norwalk Transit System(NTS),9022,B,MB,DO,28,36.0,,"1,388.2",,"1,436.6",,"1,386.2",,108.2,,105.2,,"2,730.4",,"9,539.8",,
,,,,Total,,42,59.0,,"1,388.2",,"1,665.5",,"1,581.2",,127.9,,122.2,,"2,806.3",,"9,770.1",,
CA,Omnitrans(OMNI),9029,B,DR,PT,90,105.0,,0.0,,"3,027.3",,"2,451.5",,194.4,,156.7,,448.5,,"4,973.0",,
CA,Omnitrans(OMNI),9029,B,MB,DO,139,166.0,,"8,233.9",,"8,826.6",,"8,192.8",,664.2,,635.6,,"14,378.0",,"71,071.6",,
,,,,Total,,229,271.0,,"8,233.9",,"11,853.9",,"10,644.3",,858.6,,792.4,,"14,826.5",,"76,044.6",,
CA,Orange County Transportation Authority(OCTA),9036,B,DR,PT,330,365.0,,0.0,,"12,893.5",,"10,357.3",,796.1,,675.0,,"1,416.7",,"13,420.6",,
CA,Orange County Transportation Authority(OCTA),9036,B,MB,DO,477,572.0,,"22,383.1",,"26,813.8",,"22,363.5",,"1,996.9",,"1,818.9",,"63,985.3",,"262,908.6",,
CA,Orange County Transportation Authority(OCTA),9036,B,MB,PT,64,82.0,,"1,712.7",,"2,711.0",,"1,712.1",,154.8,,119.3,,"1,218.3",,"7,562.2",,
CA,Orange County Transportation Authority(OCTA),9036,B,VP,PT,205,234.0,,0.0,,"2,934.9",,"2,934.9",,66.8,,66.8,,411.0,,"15,982.9",,
,,,,Total,,"1,076","1,253.0",,"24,095.7",,"45,353.2",,"37,367.8",,"3,014.6",,"2,680.0",,"67,031.3",,"299,874.3",,
CA,Peninsula Corridor Joint Powers Board(PCJPB),9134,B,CR,PT,96,139.0,,"6,730.9",,"6,850.6",,"6,727.2",,199.5,,192.8,,"10,914.6",,"272,796.1",,
CA,Peninsula Corridor Joint Powers Board(PCJPB),9134,B,MB,PT,37,44.0,,"1,056.6",,"1,420.8",,"1,036.2",,142.5,,109.4,,"1,426.5",,"3,970.0",,
,,,,Total,,133,183.0,,"7,787.5",,"8,271.5",,"7,763.4",,342.1,,149.7,,"12,341.1",,"276,766.1",,
CA,Placer County Department of Public Works(PCDPW),9196,B,DR,PT,6,10.0,,0.0,,123.1,,105.2,,14.3,,13.7,,22.7,,95.7,,
CA,Placer County Department of Public Works(PCDPW),9196,B,MB,DO,18,28.0,,"1,049.8",,"1,142.5",,"1,046.4",,51.4,,48.9,,753.7,,"6,267.5",,
CA,Placer County Department of Public Works(PCDPW),9196,B,MB,PT,4,5.0,,137.8,,222.5,,143.1,,7.8,,5.2,,64.4,,"1,490.9",,
CA,Placer County Department of Public Works(PCDPW),9196,B,VP,PT,10,11.0,,0.0,,237.5,,237.5,,5.5,,5.5,,33.0,,"1,241.4",,
,,,,Total,,38,54.0,,"1,187.6",,"1,725.6",,"1,532.1",,78.9,,73.3,,873.8,,"9,095.5",,
CA,Redding Area Bus Authority(RABA),9093,B,DR,PT,16,19.0,,0.0,,425.7,,415.5,,29.6,,28.7,,80.3,,441.7,,
CA,Redding Area Bus Authority(RABA),9093,B,MB,PT,12,20.0,,687.9,,729.3,,687.9,,46.9,,45.4,,712.1,,"3,700.0",,
,,,,Total,,28,39.0,,687.9,,"1,154.9",,"1,103.4",,76.5,,74.1,,792.4,,"4,141.7",,
CA,Riverside Transit Agency(RTA),9031,B,DR,PT,94,101.0,,0.0,,"3,900.0",,"3,261.9",,212.9,,168.8,,302.1,,"3,724.9",,
CA,Riverside Transit Agency(RTA),9031,B,MB,DO,85,103.0,,"4,625.7",,"5,285.3",,"4,629.5",,355.5,,331.9,,"5,988.8",,"36,776.0",,
CA,Riverside Transit Agency(RTA),9031,B,MB,PT,57,76.0,,"2,987.3",,"3,601.4",,"3,014.4",,190.8,,165.7,,"1,112.8",,"8,865.9",,
,,,,Total,,236,280.0,,"7,612.9",,"12,786.7",,"10,905.8",,759.2,,666.4,,"7,403.7",,"49,366.9",,
CA,Roseville Transit,9168,B,DR,PT,6,11.0,,0.0,,163.7,,140.2,,14.8,,13.0,,34.7,,175.5,,
CA,Roseville Transit,9168,B,MB,PT,15,33.0,,606.0,,647.9,,592.4,,45.1,,41.1,,371.3,,"3,116.8",,
,,,,Total,,21,44.0,,606.0,,811.5,,732.6,,59.9,,54.2,,406.0,,"3,292.3",,
CA,Sacramento Regional Transit District(Sacramento RT),9019,B,DR,PT,108,143.0,,0.0,,"3,643.3",,"3,102.6",,216.2,,190.8,,330.6,,"3,045.1",,
CA,Sacramento Regional Transit District(Sacramento RT),9019,B,LR,DO,56,76.0,,"4,274.5",,"4,397.0",,"4,267.0",,225.0,,215.9,,"15,484.7",,"85,806.6",,
CA,Sacramento Regional Transit District(Sacramento RT),9019,B,MB,DO,195,271.0,,"7,438.4",,"8,813.0",,"7,430.7",,723.6,,677.7,,"17,465.8",,"57,443.9",,
,,,,Total,,359,490.0,,"11,712.9",,"16,853.3",,"14,800.3",,"1,164.8",,950.3,,"33,281.1",,"146,295.6",,
CA,San Diego Association of Governments(SANDAG),9095,B,VP,PT,596,676.0,,0.0,,"13,005.0",,"13,005.0",,278.2,,278.2,,"1,881.7",,"79,116.3",,
CA,San Diego Metropolitan Transit System(MTS),9026,B,DR,PT,99,124.0,,0.0,,"4,249.0",,"3,295.4",,249.7,,194.6,,589.8,,"4,024.7",,
CA,San Diego Metropolitan Transit System(MTS),9026,B,LR,DO,93,134.0,,"7,705.1",,"8,103.1",,"8,002.9",,445.3,,439.4,,"37,620.9",,"206,923.8",,
CA,San Diego Metropolitan Transit System(MTS),9026,B,MB,DO,199,259.0,,"9,538.8",,"10,665.1",,"9,522.5",,916.1,,870.4,,"28,094.3",,"100,255.8",,
CA,San Diego Metropolitan Transit System(MTS),9026,B,MB,PT,214,269.0,,"9,226.3",,"10,929.8",,"9,205.8",,929.1,,824.2,,"20,870.5",,"73,148.6",,
,,,,Total,,605,786.0,,"26,470.2",,"33,947.0",,"30,026.6",,"2,540.1",,"2,066.4",,"87,175.5",,"384,353.0",,
CA,San Francisco Bay Area Rapid Transit District(BART),9003,A,HR,DO,540,669.0,,"69,908.7",,"68,730.0",,"66,988.5",,"2,238.9",,"1,940.4",,"115,227.7",,"1,448,529.1",,
CA,San Francisco Municipal Railway(MUNI),9015,B,CC,DO,27,40.0,,495.0,,484.8,,478.4,,147.8,,146.2,,"7,425.2",,"9,146.8",,
CA,San Francisco Municipal Railway(MUNI),9015,B,DR,PT,"1,574","1,811.0",,0.0,,"3,954.2",,"3,954.2",,344.2,,344.2,,"1,168.0",,"6,733.5",,
CA,San Francisco Municipal Railway(MUNI),9015,B,LR,DO,139,186.0,,"6,040.7",,"5,850.6",,"5,848.4",,653.3,,649.9,,"50,312.7",,"133,115.7",,
CA,San Francisco Municipal Railway(MUNI),9015,B,MB,DO,378,511.0,,"12,917.7",,"14,104.9",,"12,249.7",,"1,513.9",,"1,396.6",,"89,913.3",,"182,706.3",,
CA,San Francisco Municipal Railway(MUNI),9015,B,TB,DO,243,331.0,,"6,832.2",,"6,787.2",,"6,556.7",,999.3,,969.7,,"72,394.3",,"105,941.6",,
,,,,Total,,"2,361","2,879.0",,"26,285.6",,"31,181.7",,"29,087.4",,"3,658.4",,"3,322.1",,"221,213.5",,"437,643.9",,
CA,San Joaquin Regional Transit District(RTD),9012,B,DR,DO,22,25.0,,0.0,,608.9,,465.3,,46.2,,37.9,,92.4,,491.7,,
CA,San Joaquin Regional Transit District(RTD),9012,B,DR,PT,2,2.0,,0.0,,31.3,,30.4,,2.2,,2.2,,6.3,,47.5,,
CA,San Joaquin Regional Transit District(RTD),9012,B,MB,DO,92,109.0,,"3,821.5",,"4,494.1",,"3,855.0",,289.7,,260.1,,"4,671.3",,"29,653.2",,
,,,,Total,,116,136.0,,"3,821.5",,"5,134.2",,"4,350.7",,338.1,,300.2,,"4,770.1",,"30,192.4",,
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,B,DR,PT,9,11.0,,0.0,,480.4,,382.9,,21.1,,15.3,,29.8,,0.0,W,
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,B,MB,PT,15,18.0,,991.4,,"1,046.4",Q,917.9,Q,35.2,Q,30.9,Q,452.9,,0.0,W,
,,,,Total,,24,29.0,,991.4,,"1,526.9",,"1,300.9",,56.3,,46.2,,482.8,,0.0,W,
CA,San Mateo County Transit District(SamTrans),9009,B,DR,PT,82,102.0,,0.0,,"3,338.0",,"2,940.5",,228.3,,205.6,,324.0,,"2,808.9",,
CA,San Mateo County Transit District(SamTrans),9009,B,MB,DO,214,280.0,,"4,954.9",,"6,913.0",,"4,833.5",,569.1,,486.8,,"12,063.3",,"48,253.3",,
CA,San Mateo County Transit District(SamTrans),9009,B,MB,PT,63,81.0,,"2,448.0",,"3,223.9",,"2,448.0",,208.8,,165.7,,"3,143.3",,"26,403.9",,
,,,,Total,,359,463.0,,"7,402.9",,"13,474.9",,"10,222.0",,"1,006.1",,858.1,,"15,530.6",,"77,466.1",,
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,B,DR,PT,17,19.0,,0.0,,548.7,,469.3,,36.6,,27.0,,51.0,,293.3,,
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,B,MB,PT,7,7.0,,231.6,,273.8,,231.6,,6.9,,5.0,,128.4,,"8,314.2",,
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,B,MB,DO,84,103.0,,"2,604.8",,"2,906.0",,"2,609.5",,230.3,,205.2,,"8,104.6",,"33,819.7",,
,,,,Total,,108,129.0,,"2,836.3",,"3,728.6",,"3,310.4",,273.9,,237.2,,"8,284.0",,"42,427.2",,
CA,Santa Clara Valley Transportation Authority(VTA),9013,B,DR,PT,212,236.0,,0.0,,"7,771.0",,"6,746.4",,516.8,,448.1,,"1,055.4",,"8,485.8",,
CA,Santa Clara Valley Transportation Authority(VTA),9013,B,LR,DO,54,100.0,,"3,355.6",,"3,549.2",,"3,354.3",,212.1,,200.6,,"10,451.1",,"54,474.9",,
CA,Santa Clara Valley Transportation Authority(VTA),9013,B,MB,PT,11,20.0,,218.4,,329.1,,218.4,,25.4,,20.0,,284.3,,"1,011.6",,
CA,Santa Clara Valley Transportation Authority(VTA),9013,B,MB,DO,349,535.0,,"16,013.9",,"18,711.3",,"15,951.5",,"1,383.9",,"1,277.4",,"33,103.9",,"143,101.6",,
,,,,Total,,626,891.0,,"19,588.0",,"30,360.5",,"26,270.6",,"2,138.3",,"1,882.1",,"44,894.8",,"207,073.9",,
CA,Santa Clarita Transit(SCT),9171,B,DR,PT,14,16.0,,0.0,,508.1,,434.8,,33.8,,29.5,,69.6,,587.4,,
CA,Santa Clarita Transit(SCT),9171,B,MB,PT,63,73.0,,"3,009.6",,"3,339.0",,"2,994.5",,188.8,,167.5,,"3,751.7",,"39,167.4",,
,,,,Total,,77,89.0,,"3,009.6",,"3,847.0",,"3,429.3",,222.6,,197.0,,"3,821.3",,"39,754.8",,
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,A,DR,DO,28,30.0,,0.0,,686.7,,535.6,,58.9,,48.8,,87.7,,609.7,,
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,A,MB,DO,82,83.0,,"3,267.6",,"3,740.6",,"3,266.0",,243.3,,223.8,,"5,793.1",,"35,035.9",,
,,,,Total,,110,113.0,,"3,267.6",,"4,427.3",,"3,801.7",,302.2,,272.6,,"5,880.8",,"35,645.6",,
CA,Santa Maria Area Transit(SMAT),9087,B,DR,PT,6,9.0,,0.0,,141.3,,113.7,,9.8,,8.0,,22.0,,108.5,,
CA,Santa Maria Area Transit(SMAT),9087,B,MB,PT,15,21.0,,782.8,,936.2,,782.3,,60.6,,50.9,,"1,116.1",,"7,364.9",Q,
,,,,Total,,21,30.0,,782.8,,"1,077.5",,896.0,,70.4,,58.9,,"1,138.1",,"7,473.5",,
CA,Santa Monica's Big Blue Bus(Big Blue Bus ),9008,B,DR,PT,4,6.0,,0.0,,73.9,,68.0,,9.4,,8.0,,22.8,,56.6,,
CA,Santa Monica's Big Blue Bus(Big Blue Bus ),9008,B,MB,DO,148,197.0,,"5,125.1",,"5,669.4",,"5,114.2",,504.8,,473.7,,"20,985.7",,"80,941.1",,
,,,,Total,,152,203.0,,"5,125.1",,"5,743.3",,"5,182.2",,514.2,,481.7,,"21,008.6",,"80,997.7",,
CA,Simi Valley Transit(SVT),9050,A,DR,DO,10,14.0,,0.0,,265.7,,222.8,,22.3,,18.5,,43.5,,199.6,,
CA,Simi Valley Transit(SVT),9050,A,MB,DO,8,13.0,,476.9,,500.4,,487.0,,34.3,,33.3,,454.4,,"2,314.1",,
,,,,Total,,18,27.0,,476.9,,766.1,,709.9,,56.6,,51.8,,497.9,,"2,513.7",,
CA,Sonoma County Transit,9089,B,DR,PT,29,29.0,,0.0,,648.5,,523.6,,41.6,,33.6,,39.5,,459.1,,
CA,Sonoma County Transit,9089,B,MB,PT,39,50.0,,"1,663.4",,"1,986.5",,"1,655.1",,106.7,,89.7,,"1,414.0",,"12,227.5",,
CA,Sonoma County Transit,9089,B,MB,DO,2,5.0,,61.2,,61.7,,61.2,,3.5,,3.4,,10.9,,94.9,,
,,,,Total,,70,84.0,,"1,724.6",,"2,696.7",,"2,240.0",,151.7,,126.8,,"1,464.3",,"12,781.5",,
CA,Southern California Regional Rail Authority(Metrolink),9151,B,CR,PT,173,192.0,,"10,512.1",,"10,736.1",,"10,420.4",,295.2,,256.0,,"12,681.0",,"436,565.5",,
CA,SunLine Transit Agency(SunLine),9079,A,DR,DO,23,27.0,,0.0,,737.0,,558.2,,58.2,,44.9,,81.4,,941.7,,
CA,SunLine Transit Agency(SunLine),9079,A,MB,DO,48,53.0,,"2,031.9",,"2,182.7",,"2,027.1",,164.4,,157.7,,"3,402.6",,"19,140.0",,
,,,,Total,,71,80.0,,"2,031.9",,"2,919.7",,"2,585.3",,222.5,,202.6,,"3,483.9",,"20,081.7",,
CA,The Eastern Contra Costa Transit Authority(Tri Delta Transit),9162,B,DR,PT,19,24.0,,0.0,,714.5,,608.5,,53.4,,46.3,,112.6,,767.7,,
CA,The Eastern Contra Costa Transit Authority(Tri Delta Transit),9162,B,MB,PT,57,69.0,,"2,553.3",,"3,007.6",Q,"2,545.7",Q,200.9,Q,170.1,Q,"2,617.5",,"15,966.8",,
,,,,Total,,76,93.0,,"2,553.3",,"3,722.2",,"3,154.2",,254.3,,216.4,,"2,730.1",,"16,734.5",,
CA,Thousand Oaks Transit(TOT),9165,B,DR,PT,12,15.0,,0.0,,464.5,,411.5,,34.5,,30.1,,70.6,,335.7,,
CA,Thousand Oaks Transit(TOT),9165,B,MB,PT,6,7.0,,188.0,,207.2,,188.0,,14.6,,13.2,,178.5,,"1,338.6",,
,,,,Total,,18,22.0,,188.0,,671.6,,599.5,,49.1,,43.3,,249.1,,"1,674.3",,
CA,Torrance Transit System(TTS),9010,B,DR,PT,36,50.0,,0.0,,306.2,,306.2,,15.7,,15.7,,73.1,,306.2,,
CA,Torrance Transit System(TTS),9010,B,MB,PT,12,14.0,,122.2,,346.4,,122.2,,14.6,,7.3,,101.7,,"1,163.4",,
CA,Torrance Transit System(TTS),9010,B,MB,DO,44,52.0,,"1,925.7",,"1,972.8",,"1,914.0",,162.1,,157.2,,"4,699.5",,"19,995.4",,
,,,,Total,,92,116.0,,"2,047.9",,"2,625.4",,"2,342.4",,192.4,,180.2,,"4,874.3",,"21,465.0",,
CA,Unitrans - City of Davis/ASUCD(Unitrans),9142,A,MB,DO,35,45.0,,730.7,,756.6,,704.7,,72.4,,68.5,,"3,186.3",,"6,848.0",,
CA,Ventura Intercity Service Transit Authority(VISTA),9164,B,DR,PT,13,15.0,,0.0,,391.3,,352.1,,33.6,,32.1,,210.3,,848.4,,
CA,Ventura Intercity Service Transit Authority(VISTA),9164,B,MB,PT,23,25.0,,"1,342.2",,"1,640.8",,"1,341.1",,56.9,,47.2,,635.0,,"8,640.4",,
,,,,Total,,36,40.0,,"1,342.2",,"2,032.1",,"1,693.2",,90.5,,79.3,,845.2,,"9,488.8",,
CA,Victor Valley Transit Authority(VVTA),9148,B,DR,PT,25,33.0,,0.0,,765.7,,657.1,,43.0,,37.9,,111.7,,"1,384.3",,
CA,Victor Valley Transit Authority(VVTA),9148,B,MB,PT,21,27.0,,"1,453.7",,"1,537.7",,"1,458.2",,87.7,,84.2,,"1,011.6",,"5,923.6",,
,,,,Total,,46,60.0,,"1,453.7",,"2,303.4",,"2,115.3",,130.7,,122.1,,"1,123.3",,"7,307.9",,
CA,Western Contra Costa Transit Authority(WestCAT),9159,B,DR,PT,8,12.0,,0.0,,233.6,,213.9,,16.3,,14.8,Q,43.1,,247.0,,
CA,Western Contra Costa Transit Authority(WestCAT),9159,B,MB,PT,38,43.0,,"1,601.5",,"1,728.3",,"1,566.5",,106.4,,97.6,,"1,404.6",,"7,914.7",,
,,,,Total,,46,55.0,,"1,601.5",,"1,961.9",,"1,780.4",,122.6,,112.4,,"1,447.6",,"8,161.7",,
CA,Yolo County Transportation District(YoloBus),9090,B,DR,PT,4,9.0,,0.0,,218.4,,180.4,,13.9,,11.1,,16.6,,164.8,,
CA,Yolo County Transportation District(YoloBus),9090,B,MB,PT,36,48.0,,"1,979.2",,"2,114.7",,"1,979.2",,99.6,,92.8,,"1,485.3",,"16,279.1",,
,,,,Total,,40,57.0,,"1,979.2",,"2,333.0",,"2,159.6",,113.4,,103.9,,"1,502.0",,"16,444.0",,
CA,Yuba-Sutter Transit Authority(YSTA),9061,B,DR,PT,10,16.0,,0.0,,305.5,,261.9,,23.6,,20.5,,66.4,,418.5,,
CA,Yuba-Sutter Transit Authority(YSTA),9061,B,MB,PT,21,22.0,,818.5,,960.3,,818.5,,56.1,,50.5,,876.2,,"6,019.3",,
,,,,Total,,31,38.0,,818.5,,"1,265.8",,"1,080.4",,79.7,,71.0,,942.6,,"6,437.9",,
CO,City of Greeley - Transit Services(GET),8010,A,DR,DO,6,9.0,,0.0,,177.7,,157.8,,16.2,,14.8,,28.3,,113.3,,
CO,City of Greeley - Transit Services(GET),8010,A,MB,DO,10,20.0,,394.9,,398.2,,392.5,,30.7,,30.3,,513.4,,"1,883.7",,
,,,,Total,,16,29.0,,394.9,,576.0,,550.2,,46.9,,45.2,,541.7,,"1,997.0",,
CO,City of Loveland Transit(COLT),8025,A,DR,DO,3,6.0,,0.0,,64.6,,55.6,,7.0,,6.0,,11.0,,46.8,,
CO,City of Loveland Transit(COLT),8025,A,MB,DO,3,6.0,,137.2,,144.6,,136.9,,9.2,,8.1,,125.3,,733.9,,
,,,,Total,,6,12.0,,137.2,,209.2,,192.5,,16.2,,14.1,,136.3,,780.7,,
CO,Denver Regional Transportation District(RTD),8006,B,DR,DO,11,15.0,,0.0,,87.2,,71.6,,10.0,,8.5,,69.3,,714.4,,
CO,Denver Regional Transportation District(RTD),8006,B,DR,PT,351,442.0,,0.0,,"11,414.5",Q,"9,398.5",Q,742.9,Q,633.0,Q,"1,451.9",Q,"12,227.9",Q,
CO,Denver Regional Transportation District(RTD),8006,B,LR,DO,101,117.0,,"9,210.8",,"9,512.6",,"9,405.7",,499.3,,488.7,,"20,635.1",,"134,036.5",,
CO,Denver Regional Transportation District(RTD),8006,B,MB,DO,527,668.0,,"21,108.6",,"25,925.6",,"21,267.1",,"1,746.2",,"1,538.3",,"54,035.1",,"246,374.4",,
CO,Denver Regional Transportation District(RTD),8006,B,MB,PT,365,445.0,,"17,329.9",,"19,978.9",,"17,320.5",,"1,396.9",,"1,285.1",,"24,487.2",,"146,782.0",,
CO,Denver Regional Transportation District(RTD),8006,B,VP,PT,157,174.0,,0.0,,"3,482.6",,"3,482.6",,84.7,,84.7,,497.0,,"13,955.8",Q,
,,,,Total,,"1,512","1,861.0",,"47,649.3",,"70,401.3",,"60,946.0",,"4,480.1",,"3,744.5",,"101,175.8",,"554,090.8",,
CO,Mesa County(GVT),8016,B,DR,PT,4,5.0,,0.0,,95.8,Q,82.0,,6.2,,5.1,,9.6,,66.3,,
CO,Mesa County(GVT),8016,B,MB,PT,11,22.0,,748.6,,760.5,,743.7,,47.8,,46.9,,750.3,,"3,628.7",,
,,,,Total,,15,27.0,,748.6,,856.3,,825.7,,54.0,,52.0,,759.9,,"3,695.0",,
CO,Mountain Metropolitan Transit(MMT),8005,B,DR,PT,68,75.0,,0.0,,"1,889.2",,"1,684.9",,158.9,,140.5,,261.8,,"1,710.3",,
CO,Mountain Metropolitan Transit(MMT),8005,B,MB,PT,74,96.0,,"3,504.1",,"4,040.7",,"3,663.7",,242.9,,220.4,,"3,598.9",,"24,072.8",,
,,,,Total,,142,171.0,,"3,504.1",,"5,929.9",,"5,348.6",,401.7,,360.9,,"3,860.6",,"25,783.1",,
CO,Pueblo Transit System(PT),8007,B,DR,PT,11,12.0,,0.0,,261.9,,247.7,,19.3,,17.9,,47.6,,259.4,,
CO,Pueblo Transit System(PT),8007,B,MB,DO,12,16.0,,542.1,,557.7,Q,552.0,Q,39.8,Q,38.9,Q,"1,162.4",Q,"3,498.7",Q,
,,,,Total,,23,28.0,,542.1,,819.7,,799.7,,59.1,,56.8,,"1,210.0",,"3,758.1",,
CO,Transfort ,8011,B,DR,DO,11,13.0,,0.0,,93.4,,83.2,,7.9,,7.3,,19.0,,90.0,,
CO,Transfort ,8011,B,DR,PT,17,18.0,,0.0,,237.7,,197.7,,19.7,,17.7,,25.2,,120.0,,
CO,Transfort ,8011,B,MB,DO,23,27.0,,835.7,,876.3,,798.8,,72.1,,68.4,,"1,884.2",,"4,804.7",,
CO,Transfort ,8011,B,VP,PT,30,33.0,,0.0,,636.8,,636.8,,21.5,,21.5,,53.4,,"2,563.2",,
,,,,Total,,81,91.0,,835.7,,"1,844.3",,"1,716.6",,121.2,,115.0,,"1,981.7",,"7,578.0",,
CT,"2Plus Partners in Transportation, Inc(2Plus)",1110,F,VP,DO,27,33.0,,0.0,,365.1,,323.7,,8.1,,7.2,,88.9,Q,"2,726.0",,
CT,Connecticut Department of Transportation(CDOT),1102,C,CR,PT,22,54.0,,616.1,,"1,020.1",,682.0,,21.5,,15.3,,506.5,,"10,144.6",,
CT,Connecticut Department of Transportation(CDOT),1102,C,MB,PT,11,12.0,,186.7,,351.4,,186.7,,17.7,,7.8,,196.7,,"2,845.3",,
